seed,epoch,train_loss,val_loss,val_macro_auroc,val_macro_auprc
2026,1,1.0465193272941309,0.9841077338285471,0.785724787170899,0.26274168869871184
2026,2,0.956940793597216,0.9497683162091911,0.8017220961496067,0.2894786901657566
2026,3,0.9027652133738856,0.9433718553190633,0.8098631470479726,0.3013612420000514
2026,4,0.8512002734160784,0.9428445192425151,0.8099908523771522,0.3036946856380807
2026,5,0.7958562429160473,0.9632843399901134,0.8080177287336187,0.29668575775137135
2026,6,0.727119945790822,1.0445490802008084,0.8015148256133786,0.2896738791200775
2026,7,0.6596237457725198,1.1265412255268625,0.7977655128956612,0.28251931276156345
2026,8,0.6054962304323035,1.2345870752525276,0.7858978899448453,0.27226910336742977
2026,9,0.5488580609882956,1.3323546129525508,0.7923195405887619,0.2684488111718241
2026,10,0.49670027612290146,1.433339811362905,0.7794941834303247,0.25809443787560093
2026,11,0.46103991107997017,1.5343113557819819,0.7780834071746734,0.26209408819158875
2026,12,0.42043133890328194,1.762452700073225,0.7804269449923976,0.2561623013397255
