label,selected_threshold,threshold_metric,threshold_metric_value,selection_population
Infiltration,0.48499999999999993,validation_f1,0.3925170068027211,complete_validation_set
Effusion,0.6599999999999999,validation_f1,0.500505220613001,complete_validation_set
Atelectasis,0.6599999999999999,validation_f1,0.4034003091190108,complete_validation_set
Nodule,0.72,validation_f1,0.3124274099883856,complete_validation_set
Mass,0.8949999999999999,validation_f1,0.366307541625857,complete_validation_set
Pneumothorax,0.7599999999999999,validation_f1,0.3583916083916084,complete_validation_set
Consolidation,0.715,validation_f1,0.20912280701754385,complete_validation_set
