label,selected_threshold,threshold_metric,threshold_metric_value,selection_population
Infiltration,0.4749999999999999,validation_f1,0.3929824561403509,complete_validation_set
Effusion,0.63,validation_f1,0.5003287310979618,complete_validation_set
Atelectasis,0.595,validation_f1,0.38636363636363635,complete_validation_set
Nodule,0.6799999999999999,validation_f1,0.3105823418910457,complete_validation_set
Mass,0.8799999999999999,validation_f1,0.402245088868101,complete_validation_set
Pneumothorax,0.725,validation_f1,0.36993243243243246,complete_validation_set
Consolidation,0.7599999999999999,validation_f1,0.22014051522248243,complete_validation_set
