model_variant,seed,fine_tune_epoch,checkpoint_path,lambda_start,lambda_end,lambda_mean,layer4_trainable,train_disease_loss,train_conditional_adv_loss,mean_task_adv_gradient_cosine,mean_task_gradient_norm,mean_adversary_gradient_norm,mean_effective_reversed_gradient_ratio,conflict_fraction,val_disease_loss,val_conditional_adv_loss,val_macro_auroc,val_macro_auprc,val_conditional_adversary_mean_label_auroc,val_mean_FNR_gap,val_mean_FPR_gap,val_mean_Equalized_Odds_gap,val_mean_Worst_group_Recall,val_mean_AUROC_gap
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,1,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch01.pt,0.0,0.02499080279852306,0.008647797501880904,False,0.7618139035983811,0.69146017241919,0.012188035212797512,1.2945773814319355,0.06464905163715264,0.008647797485085035,0.5123732251521298,0.9533960478040037,0.6896672788128225,0.8111556502466266,0.30590785285082484,0.5398802823027833,0.07405019955198537,0.01215822386579171,0.07489866545401916,0.4100219484722543,0.03742089594063468
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,2,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch02.pt,0.024999999999999994,0.07499080167053784,0.049994929006085195,True,0.7431197413093334,0.6923952348635241,0.017889279742785792,2.02436727592476,0.08555900947838779,0.049994929041146746,0.5158215010141988,1.0361061422049722,0.6926475899095221,0.8105508684200596,0.30562796342696597,0.5104261646829594,0.06579594251155821,0.014509709973070689,0.06579594251155821,0.40649380217119563,0.03683453546632103
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,3,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch03.pt,0.075,0.0999999988720148,0.0913471315042043,True,0.7366251689984512,0.6932560035207032,0.03281134906998313,2.257724898388613,0.03831264422280793,0.09134713150334164,0.5399594320486816,0.9917439830517601,0.6931159521503165,0.8111139850707972,0.30475940283151953,0.5088291986788376,0.05108158266541752,0.010917075751926865,0.05285005188566605,0.42553067066497047,0.037029589812800405
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,4,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch04.pt,0.1,0.1,0.09999999999999999,True,0.7241649815262625,0.6931274573301432,-0.006898805941473145,2.3391399307014007,0.026699980471989716,0.10000000204173111,0.4894523326572008,1.01230402314085,0.6938711707639681,0.8101622482005134,0.3027954908145581,0.5038853791261391,0.05147437911127232,0.012380717804337337,0.052448652176689425,0.433967223512863,0.035255390738350746
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,5,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch05.pt,0.1,0.1,0.09999999999999999,True,0.7222261963826127,0.6931332283449078,-0.006138882618230998,2.460935244453848,0.025310950709552207,0.10000000205533258,0.48884381338742394,1.0173135537987135,0.6920092918062433,0.8101280789718339,0.30273492541555935,0.5042835403242178,0.051749351756440486,0.011040186446271315,0.051749351756440444,0.4300937371397704,0.03434778074269605
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,6,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch06.pt,0.1,0.1,0.09999999999999999,True,0.7165498135562128,0.6931725695385221,-0.0033624366909297634,2.5256744984922737,0.027247586393536166,0.10000000204021985,0.4953346855983773,1.0295490393581581,0.6926252280948565,0.8099591200863393,0.30252875804793394,0.5066006316789035,0.047497983112963,0.012359212291043005,0.04852339528258216,0.42176749237169464,0.033675027909684005
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,7,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch07.pt,0.1,0.1,0.09999999999999999,True,0.7097834079477917,0.6931618818293879,-0.007251281839957297,2.6115518723733526,0.023527977511978142,0.10000000204173111,0.48438133874239353,1.0177695654107481,0.6932895066454499,0.8089478514285323,0.3015650077817246,0.5019677433974812,0.04997779084130285,0.01069227693484347,0.05017656740103952,0.4384324432183403,0.03446956341772515
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,8,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch08.pt,0.1,0.1,0.09999999999999999,True,0.7046233566940929,0.6931273506315341,-0.007919828141063791,2.6675486363939047,0.024149565428729654,0.10000000206742277,0.481947261663286,1.0261476674951027,0.6934491782539741,0.8088057313893564,0.3008276753867096,0.5008785270391287,0.05124133250661501,0.010990928522008364,0.05124133250661505,0.43847681338298317,0.03398756609270516
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,9,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch09.pt,0.1,0.1,0.09999999999999999,True,0.6982122876706314,0.69313331047709,-0.0045357395595050105,2.7416056993887827,0.024705242375705323,0.1000000020251071,0.49634888438133873,1.0368428103490408,0.6924105189243408,0.8085010645907721,0.300289515658602,0.5026522756086892,0.04773994106524496,0.011090269926593812,0.04885269262160907,0.41933294250721864,0.03422319768428988
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,10,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch10.pt,0.1,0.1,0.09999999999999999,True,0.6959905893118005,0.6931855125896871,-0.008097179132577695,2.8238043796218193,0.024150581287813295,0.10000000191176155,0.4874239350912779,1.0454325822676784,0.6928857085879596,0.8081498125761009,0.2998140207845511,0.502045496176105,0.05638882609119621,0.012223152553082733,0.056388826091196234,0.43013751496115554,0.03318839553821551
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,11,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch11.pt,0.1,0.1,0.09999999999999999,True,0.6910402484983178,0.6931551517226646,-0.004439211090845045,2.9030290185317065,0.022661336054307604,0.10000000201301691,0.49776876267748477,1.0526739956744238,0.6932418598090853,0.8082858985102481,0.2999669578935533,0.49960962714503765,0.050166934221696,0.010286340235069672,0.05184393755410983,0.43060754179994926,0.03388744712155346
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,12,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed2026_epoch12.pt,0.1,0.1,0.09999999999999999,True,0.6878215898615548,0.6931441272498945,-0.0034621085470866292,2.984640413957967,0.021274608299211725,0.10000000201301691,0.49776876267748477,1.0507137160164945,0.6930198382158035,0.8072757236067696,0.2984058010672021,0.5027951683567832,0.055186535821663434,0.012813116549614284,0.05518653582166346,0.4258497394217959,0.03358348755930117
