model_variant,seed,label,support,positive_support,negative_support,threshold,AUROC,AUPRC,TPR,Recall,FNR,TNR,Specificity,FPR,TP,FP,TN,FN,group
r50_dynamic_grl,2026,Infiltration,9553,1685,7868,0.585,0.7101580756065586,0.34265943211243505,0.45222551928783383,0.45222551928783383,0.5477744807121662,0.8336298932384342,0.8336298932384342,0.16637010676156583,762,1309,6559,923,Female
r50_dynamic_grl,2026,Infiltration,12741,2412,10329,0.585,0.7032682578972694,0.34912708495850786,0.47429519071310117,0.47429519071310117,0.5257048092868989,0.8135347081033982,0.8135347081033982,0.1864652918966018,1144,1926,8403,1268,Male
r50_dynamic_grl,2026,Effusion,9553,1127,8426,0.6799999999999999,0.8698447004886848,0.49739209978052845,0.6282165039929015,0.6282165039929015,0.3717834960070985,0.8933064324709233,0.8933064324709233,0.10669356752907666,708,899,7527,419,Female
r50_dynamic_grl,2026,Effusion,12741,1426,11315,0.6799999999999999,0.8771279730824367,0.48591773200462546,0.6332398316970547,0.6332398316970547,0.3667601683029453,0.8985417587273531,0.8985417587273531,0.10145824127264692,903,1148,10167,523,Male
r50_dynamic_grl,2026,Atelectasis,9553,848,8705,0.6449999999999999,0.8072460253812057,0.32182986527687785,0.4481132075471698,0.4481132075471698,0.5518867924528302,0.8959218839747272,0.8959218839747272,0.10407811602527284,380,906,7799,468,Female
r50_dynamic_grl,2026,Atelectasis,12741,1359,11382,0.6449999999999999,0.8049646958153592,0.3477338714880649,0.5084621044885945,0.5084621044885945,0.4915378955114054,0.8808645229309436,0.8808645229309436,0.1191354770690564,691,1356,10026,668,Male
r50_dynamic_grl,2026,Nodule,9553,576,8977,0.725,0.7603280915425841,0.23702994367131516,0.3993055555555556,0.3993055555555556,0.6006944444444444,0.9113289517656232,0.9113289517656232,0.08867104823437674,230,796,8181,346,Female
r50_dynamic_grl,2026,Nodule,12741,704,12037,0.725,0.7481214408981398,0.2168455925897205,0.4318181818181818,0.4318181818181818,0.5681818181818182,0.9000581540250893,0.9000581540250893,0.0999418459749107,304,1203,10834,400,Male
r50_dynamic_grl,2026,Mass,9553,423,9130,0.8699999999999999,0.84273159692283,0.29251639199336954,0.4231678486997636,0.4231678486997636,0.5768321513002365,0.9605695509309967,0.9605695509309967,0.03943044906900329,179,360,8770,244,Female
r50_dynamic_grl,2026,Mass,12741,653,12088,0.8699999999999999,0.8344769165983401,0.2918529914671128,0.44869831546707506,0.44869831546707506,0.5513016845329249,0.9499503639973528,0.9499503639973528,0.05004963600264725,293,605,11483,360,Male
r50_dynamic_grl,2026,Pneumothorax,9553,574,8979,0.8049999999999999,0.8516726795352533,0.34217416669769374,0.47735191637630664,0.47735191637630664,0.5226480836236934,0.9457623343356721,0.9457623343356721,0.054237665664327875,274,487,8492,300,Female
r50_dynamic_grl,2026,Pneumothorax,12741,446,12295,0.8049999999999999,0.8768402701160011,0.24267629043573843,0.44170403587443946,0.44170403587443946,0.5582959641255605,0.9581130540870273,0.9581130540870273,0.041886945912972755,197,515,11780,249,Male
r50_dynamic_grl,2026,Consolidation,9553,368,9185,0.6699999999999999,0.7833125251473337,0.12604415509318162,0.328804347826087,0.328804347826087,0.6711956521739131,0.9131192161132281,0.9131192161132281,0.08688078388677191,121,798,8387,247,Female
r50_dynamic_grl,2026,Consolidation,12741,583,12158,0.6699999999999999,0.8231295377021306,0.1582171061008814,0.444253859348199,0.444253859348199,0.5557461406518011,0.8929922684652081,0.8929922684652081,0.1070077315347919,259,1301,10857,324,Male
