epoch,train_loss,val_loss,val_macro_auroc,val_macro_auprc
1,1.0604253816509093,1.0077605941116479,0.777923940828397,0.2629863674175244
2,0.99134454260843,0.9664879638746232,0.793743472727486,0.2829968916208964
3,0.9500232114045597,0.9747883490881375,0.7889320394791631,0.2790672747429229
4,0.9104294423413268,0.9743494021231907,0.796873881496655,0.28940416708999067
5,0.8731090308819673,1.0173134142151163,0.7946824871300653,0.2825643132940569
