model,label,selected_threshold,test_positive,test_AUROC,test_AUPRC,female_AUROC,male_AUROC,female_Recall,male_Recall,female_FNR,male_FNR,AUROC_gap,AUPRC_gap,Recall_gap,FNR_gap,Worst_group_AUROC,Worst_group_Recall
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Infiltration,0.61,4097,0.7036394015439383,0.34596541805894676,0.7046274659477824,0.7026859642793551,0.49554896142433236,0.5045605306799337,0.5044510385756676,0.49543946932006633,0.0019415016684272146,0.0036760788216775864,0.009011569255601315,0.009011569255601315,0.7026859642793551,0.49554896142433236
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Effusion,0.6399999999999999,2553,0.8686050452061601,0.4865712034744268,0.8645841209372013,0.8722130944847877,0.6628216503992902,0.697054698457223,0.33717834960070986,0.302945301542777,0.007628973547586404,0.013949354249460533,0.03423304805793281,0.03423304805793287,0.8645841209372013,0.6628216503992902
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Atelectasis,0.605,2207,0.7807739662779551,0.29935665881638607,0.7790358501403445,0.7809683363311086,0.5141509433962265,0.551140544518028,0.4858490566037736,0.44885945548197204,0.0019324861907641377,0.036876664324326014,0.036989601121801496,0.03698960112180155,0.7790358501403445,0.5141509433962265
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Nodule,0.7599999999999999,1280,0.7498311765370705,0.20898061008443083,0.7484170580990928,0.7517191901674383,0.3003472222222222,0.36079545454545453,0.6996527777777778,0.6392045454545454,0.003302132068345509,0.015224805751043374,0.06044823232323232,0.060448232323232376,0.7484170580990928,0.3003472222222222
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Mass,0.8899999999999999,1076,0.8197246778967566,0.27253782846943003,0.8203462463652159,0.8185628008184999,0.3333333333333333,0.33843797856049007,0.6666666666666666,0.6615620214395099,0.001783445546716056,0.019412404982944664,0.005104645227156757,0.005104645227156701,0.8185628008184999,0.3333333333333333
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Pneumothorax,0.9249999999999999,1020,0.8447040205571746,0.27116874645242905,0.8378465742559196,0.8563671112067504,0.35714285714285715,0.3609865470852018,0.6428571428571429,0.6390134529147982,0.01852053695083078,0.08050780471148436,0.0038436899423446302,0.0038436899423447413,0.8378465742559196,0.35714285714285715
multilabel_core_adversarial_resnet18_static_grl_lambda0.1,Consolidation,0.725,951,0.8041337538643889,0.1358511078145801,0.789107654256704,0.8131095944562969,0.3967391304347826,0.4065180102915952,0.6032608695652174,0.5934819897084048,0.024001940199592897,0.03359504769070688,0.009778879856812583,0.009778879856812583,0.789107654256704,0.3967391304347826
