model_variant,model,lambda_max,warmup_fraction,ramp_fraction,best_epoch_mean,best_val_macro_auroc_mean,test_macro_auroc_mean,test_macro_auprc_mean,test_sex_auroc_mean,test_sex_accuracy_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,best_epoch_std,best_val_macro_auroc_std,test_macro_auroc_std,test_macro_auprc_std,test_sex_auroc_std,test_sex_accuracy_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,best_epoch_n_seeds,best_val_macro_auroc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,test_sex_auroc_n_seeds,test_sex_accuracy_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_dynamic_grl_fast_ramp_v2,r50_dynamic_grl_fast_ramp_v2,0.1,0.03,0.15,3.0,0.8092682480838415,0.8089845970540327,0.30702886287899656,0.5444585117590177,0.5706468108011125,0.04428739575141031,0.016828777527750638,0.04552888148143247,0.4533133307440966,0.011933402795446238,0.0,0.0017091960845324195,0.0016690472817093682,0.002822690929709688,0.016208930627995496,0.027015184110875255,0.0050457689586609,0.007211998883122847,0.007157176082519256,0.014325847128402748,0.0013956587931421701,3,3,3,3,3,3,3,3,3,3,3
