seed,epoch,lambda_start,lambda_end,lambda_mean,train_loss,train_disease_loss,train_sex_loss,val_loss,val_disease_loss,val_sex_loss,val_macro_auroc,val_macro_auprc,val_sex_auroc,val_sex_accuracy
2026,1,0.0,0.028066859722177873,0.0062489683761986605,1.6307400009639457,1.045382580035232,0.5853574217025543,1.701351487820501,0.9825628583946914,0.7187886278748806,0.7888010103922343,0.27093827671870485,0.5414484829725431,0.5299917830731307
2026,2,0.028082768496705005,0.09805901673105807,0.0678467200953482,1.7099364158500316,0.9599444148881259,0.7499920014206182,1.6330239156452062,0.9509191305944498,0.6821047837447111,0.8001798892523526,0.2878011410667699,0.5458298554352865,0.5574728384917375
2026,3,0.09806389790809625,0.1,0.09989629935805162,1.589397964149503,0.9035806059776885,0.6858173584793861,1.6239952569594287,0.9374326533142817,0.6865626047280764,0.8108564762331569,0.30148953545518214,0.5177136198315149,0.5611248059892266
2026,4,0.1,0.1,0.09999999999999999,1.5380330663535475,0.8537416630649558,0.6842914023341375,1.6455509668505377,0.9565045093059932,0.6890464607062627,0.8088806920247447,0.3039332948449866,0.5021535530856805,0.5580206336163608
2026,5,0.1,0.1,0.09999999999999999,1.4788784802881194,0.7932257677100035,0.6856527129839289,1.6822777496650645,0.9962529738635263,0.6860247796434883,0.8022630557339315,0.2871555236881656,0.5263063567677441,0.5542773669314343
2026,6,0.1,0.1,0.09999999999999999,1.4127029060868557,0.7277894764819341,0.6849134296479966,1.7183874708043487,1.031059190376506,0.6873282799979361,0.8019231053669935,0.2905496621343242,0.5202485646197352,0.5527252807450014
2026,7,0.1,0.1,0.09999999999999999,1.3485284872337868,0.6635881923011098,0.6849402946326626,1.7526613709089212,1.0679651151277654,0.6846962554165514,0.7967602827055664,0.28264863693474657,0.5258269200114274,0.564776773486716
2026,8,0.1,0.1,0.09999999999999999,1.2879571331541386,0.6034102241833014,0.6845469096305669,1.8769763865384252,1.190876428780355,0.6860999542045384,0.7874878451892179,0.2761510772323598,0.5230552545950087,0.5618551994887245
2026,9,0.1,0.1,0.09999999999999999,1.2351212321109097,0.5513810012040622,0.6837402316387469,1.9879991969245543,1.3010336550949677,0.6869655437179105,0.7878231181127384,0.2726436166522082,0.5075206263827333,0.5597553181776682
2026,10,0.1,0.1,0.09999999999999999,1.1865442538922504,0.5009862754076,0.6855579783697833,2.0529651509499773,1.3693138445325934,0.6836513050678037,0.7878427365103,0.26556243456937706,0.5354899383655833,0.5619464986761618
2026,11,0.1,0.1,0.09999999999999999,1.1429689702372468,0.45906125932851416,0.6839077106971354,2.227828830842459,1.541592394588397,0.6862364343167614,0.778712984372815,0.2688896290456818,0.5242604347611363,0.5648680726741532
2026,12,0.1,0.1,0.09999999999999999,1.101817570711091,0.417334420345044,0.6844831492574294,2.3447904748741615,1.6627871804037977,0.6820032925276215,0.7777978174327683,0.2662170648439144,0.5467597845711873,0.5670592531726467
