model_variant,model,seed,n_labels,selected_labels,lambda_adv,best_epoch,best_val_macro_auroc,test_macro_auroc,test_macro_auprc,test_sex_auroc,test_sex_accuracy,mean_FNR_gap,mean_FPR_gap,mean_Equalized_Odds_gap,mean_Worst_group_Recall,mean_AUROC_gap
r50_static_grl,r50_static_grl,42,7,Infiltration|Effusion|Atelectasis|Nodule|Mass|Pneumothorax|Consolidation,0.1,3,0.8065896790561322,0.8090899641532197,0.30957119321235427,0.5757121693025711,0.594734009150444,0.0344706031348922,0.013720098930074786,0.03473978160646401,0.460911345660744,0.012914224187142562
r50_static_grl,r50_static_grl,123,7,Infiltration|Effusion|Atelectasis|Nodule|Mass|Pneumothorax|Consolidation,0.1,4,0.8075398523351798,0.8103168314184837,0.3071997060336375,0.5262148334286423,0.5717233336323675,0.036526602542560536,0.015320134529247008,0.03652660254256051,0.44684770576235994,0.011492715935811597
r50_static_grl,r50_static_grl,2026,7,Infiltration|Effusion|Atelectasis|Nodule|Mass|Pneumothorax|Consolidation,0.1,3,0.8112880485223893,0.8100527661104377,0.3033341840616924,0.5573026291557887,0.5866600879160312,0.038513314607923566,0.012914865899330321,0.04087536577860911,0.44777117956414697,0.012714267274254494
