model_variant,seed,model,label,selected_threshold,test_AUROC,test_AUPRC,female_AUROC,male_AUROC,female_FNR,male_FNR,female_FPR,male_FPR,FNR_gap,FPR_gap,Equalized_Odds_gap,AUROC_gap,AUPRC_gap,Worst_group_Recall,Worst_group_AUROC
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Infiltration,0.5049999999999999,0.7067041295353624,0.3438365233304444,0.7042312020745868,0.7086587386108152,0.40059347181008903,0.40630182421227196,0.3018556176919166,0.28947623196824473,0.005708352402182926,0.012379385723671865,0.012379385723671865,0.004427536536228405,0.023134709820115784,0.593698175787728,0.7042312020745868
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Effusion,0.7499999999999999,0.8743014338860987,0.4920490774612053,0.8715967878188335,0.8765563343226821,0.3966282165039929,0.40883590462833097,0.09138381201044386,0.09147149801148917,0.01220768812433809,8.768600104530622e-05,0.012207688124338034,0.004959546503848555,0.02976586644865159,0.591164095371669,0.8715967878188335
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Atelectasis,0.7,0.8134380736050107,0.34774104100171793,0.8149552144180855,0.8119932405568142,0.5283018867924528,0.4988962472406181,0.09798966111430213,0.11087682305394482,0.029405639551834728,0.012887161939642691,0.029405639551834728,0.002961973861271283,0.025392343014140617,0.4716981132075472,0.8119932405568142
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Nodule,0.715,0.770277181283906,0.2273996263808212,0.7677823264391718,0.772634518945373,0.6319444444444444,0.6036931818181818,0.06806282722513089,0.0759325413308964,0.028251262626262652,0.007869714105765507,0.028251262626262597,0.0048521925062012805,0.024165297964624327,0.3680555555555556,0.7677823264391718
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Mass,0.7799999999999999,0.8375167669941457,0.29260871198441013,0.8430829701785867,0.8333028439731909,0.5626477541371159,0.5436447166921899,0.045235487404162104,0.05592322964923892,0.01900303744492593,0.010687742245076813,0.01900303744492593,0.009780126205395812,0.02289647172619136,0.4373522458628842,0.8333028439731909
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Pneumothorax,0.6599999999999999,0.8685999848844304,0.3245417928999296,0.857994049607815,0.8780205231263576,0.42857142857142855,0.5022421524663677,0.07027508631250697,0.0508336722244815,0.07367072389493917,0.019441414088025466,0.07367072389493912,0.020026473518542587,0.09002891201204138,0.4977578475336323,0.857994049607815
r50_dynamic_eo_gradnorm_common_epoch_v2,42,r50_dynamic_eo_gradnorm_common_epoch_v2,Consolidation,0.7499999999999999,0.809197877755806,0.1471437519682242,0.786088790797851,0.8230452416538449,0.6114130434782609,0.5523156089193825,0.09319542732716385,0.10108570488567198,0.05909743455887839,0.00789027755850813,0.05909743455887834,0.03695645085599386,0.02890395166300605,0.38858695652173914,0.786088790797851
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Infiltration,0.49499999999999994,0.7104156112389626,0.3461844810194257,0.7095112003849873,0.7108108206827868,0.3810089020771513,0.373134328358209,0.31113370615149977,0.32984800077451837,0.007874573718942346,0.0187142946230186,0.0187142946230186,0.0012996202977995086,0.01631520054105029,0.6189910979228487,0.7095112003849873
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Effusion,0.7699999999999999,0.8735515247563665,0.49674712062519144,0.8705626792972526,0.8758865870188082,0.4303460514640639,0.45091164095371666,0.08022786612864942,0.07830313742819267,0.020565589489652758,0.0019247287004567487,0.020565589489652814,0.005323907721555554,0.02862772340148989,0.5490883590462833,0.8705626792972526
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Atelectasis,0.6799999999999999,0.8132547861749284,0.3479850657672428,0.8151143210906767,0.8112640642331997,0.4858490566037736,0.44223693892568067,0.11889718552556003,0.14022140221402213,0.04361211767809292,0.0213242166884621,0.04361211767809292,0.0038502568574769747,0.01688416421805261,0.5141509433962265,0.8112640642331997
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Nodule,0.7549999999999999,0.7652034060626248,0.22861628636615686,0.7522443543995149,0.7748797859063343,0.6840277777777778,0.6477272727272727,0.05235602094240838,0.05524632383484257,0.03630050505050508,0.0028903028924341934,0.03630050505050508,0.02263543150681946,0.016862878614809867,0.3159722222222222,0.7522443543995149
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Mass,0.845,0.834149329968488,0.2992336411877247,0.8398110818515842,0.8303962620213381,0.6524822695035462,0.6232771822358346,0.031106243154435925,0.03764063534083389,0.029205087267711538,0.006534392186397963,0.029205087267711483,0.009414819830246057,0.002751420456599707,0.3475177304964539,0.8303962620213381
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Pneumothorax,0.72,0.8612774130993002,0.2980250664058918,0.8481752622165619,0.8728255497787025,0.4651567944250871,0.48654708520179374,0.07417307049782827,0.04774298495323302,0.021390290776706622,0.02643008554459525,0.02643008554459525,0.024650287562140605,0.06410427056914064,0.5134529147982063,0.8481752622165619
r50_dynamic_eo_gradnorm_common_epoch_v2,123,r50_dynamic_eo_gradnorm_common_epoch_v2,Consolidation,0.7649999999999999,0.8095554641471853,0.15606340182029838,0.7943252822418405,0.818184075481856,0.6385869565217391,0.6123499142367067,0.07849755035383778,0.08628063826287219,0.02623704228503243,0.007783087909034411,0.02623704228503243,0.023858793240015497,0.016949068872697343,0.36141304347826086,0.7943252822418405
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Infiltration,0.57,0.7096233773429892,0.3475275110809154,0.7089583845618883,0.7099710968505972,0.47655786350148366,0.4622719734660033,0.2329689883070666,0.24261787201084326,0.014285890035480364,0.009648883703776645,0.014285890035480309,0.0010127122887089168,0.016475187824386783,0.5234421364985163,0.7089583845618883
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Effusion,0.6749999999999999,0.8748225080797105,0.49678189149021007,0.8711272267294516,0.8777276871236098,0.3513753327417924,0.3632538569424965,0.11001661523854735,0.10410958904109589,0.011878524200704121,0.005907026197451454,0.011878524200704121,0.006600460394158181,0.04060976117586579,0.6367461430575035,0.8711272267294516
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Atelectasis,0.625,0.8157808390772456,0.35225413009689854,0.8176970782352367,0.8139494876500326,0.4410377358490566,0.44738778513612953,0.12556002297530156,0.1378492356352135,0.006350049287072945,0.012289212659911952,0.012289212659911952,0.0037475905852041302,0.026786972124599073,0.5526122148638705,0.8139494876500326
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Nodule,0.7499999999999999,0.7765722777077186,0.22694532540950657,0.7784731311809192,0.7753605478751123,0.6267361111111112,0.5994318181818182,0.07251865879469756,0.07501869236520728,0.027304292929292928,0.0025000335705097215,0.027304292929292928,0.003112583305806882,0.0187249760517835,0.3732638888888889,0.7753605478751123
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Mass,0.845,0.8333227627100648,0.30229076588504916,0.8399573794857055,0.828798104355705,0.6288416075650118,0.6202143950995406,0.03329682365826944,0.03954334877564527,0.008627212465471268,0.006246525117375827,0.008627212465471268,0.011159275130000479,0.004865969367959466,0.37115839243498816,0.828798104355705
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Pneumothorax,0.845,0.8703772164125593,0.31378028979369393,0.8561277126302836,0.885599162589335,0.5592334494773519,0.6345291479820628,0.04287782603853436,0.025538836925579504,0.07529569850471096,0.017338989112954853,0.07529569850471085,0.029471449959051377,0.0903332419807838,0.3654708520179372,0.8561277126302836
r50_dynamic_eo_gradnorm_common_epoch_v2,2026,r50_dynamic_eo_gradnorm_common_epoch_v2,Consolidation,0.7999999999999999,0.8101668541063782,0.15174716166924834,0.7877822418404298,0.8236433556232307,0.6847826086956522,0.6363636363636364,0.06924333151878062,0.07328507978285902,0.048418972332015864,0.004041748264078396,0.04841897233201581,0.03586111378280088,0.037535331319619114,0.31521739130434784,0.7877822418404298
