model_variant,seed,model,label,selected_threshold,test_AUROC,test_AUPRC,female_AUROC,male_AUROC,female_FNR,male_FNR,female_FPR,male_FPR,FNR_gap,FPR_gap,Equalized_Odds_gap,AUROC_gap,AUPRC_gap,Worst_group_Recall,Worst_group_AUROC
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Infiltration,0.5099999999999999,0.7128416267656926,0.3487947113310564,0.7104055189559483,0.7141016205319289,0.3845697329376855,0.36069651741293535,0.3122775800711744,0.33410785167973667,0.023873215524750135,0.02183027160856227,0.02387321552475019,0.0036961015759806592,0.013094700627936051,0.6154302670623145,0.7104055189559483
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Effusion,0.695,0.8745859745434674,0.4948047819035501,0.8718720586615435,0.8767852439295727,0.3566992014196983,0.3667601683029453,0.11096605744125326,0.1034025629695095,0.01006096688324698,0.007563494471743759,0.01006096688324698,0.0049131852680291965,0.023688553803529744,0.6332398316970547,0.8718720586615435
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Atelectasis,0.695,0.8139040800068411,0.3484819213890005,0.8126907383524974,0.8139825233004774,0.46462264150943394,0.4179543782192789,0.12475588742102241,0.14452644526445266,0.046668263290155054,0.01977055784343025,0.046668263290155165,0.0012917849479799903,0.02614452635179615,0.535377358490566,0.8126907383524974
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Nodule,0.69,0.7646402770177025,0.22788302856766168,0.7570009159209338,0.7705739334967183,0.6545138888888888,0.5980113636363636,0.06694886933273922,0.0693694442136745,0.05650252525252519,0.002420574880935278,0.05650252525252525,0.013573017575784552,0.018772354936362146,0.3454861111111111,0.7570009159209338
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Mass,0.9149999999999999,0.8339396768402784,0.2949038913120703,0.8406526169151138,0.8293851089965063,0.7139479905437353,0.7059724349157733,0.020700985761226726,0.026555261416280607,0.007975555627961928,0.005854275655053882,0.007975555627961872,0.011267507918607533,0.005155818436572257,0.2860520094562648,0.8293851089965063
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Pneumothorax,0.7999999999999999,0.863652631307294,0.30172738424932344,0.8518707801750348,0.8725882955811634,0.47038327526132406,0.5358744394618834,0.06448379552288673,0.03733224888165921,0.06549116420055934,0.02715154664122752,0.06549116420055934,0.02071751540612854,0.06983844885240198,0.4641255605381166,0.8518707801750348
r50_dynamic_eo_projected_twostage,123,r50_dynamic_eo_projected_twostage,Consolidation,0.7749999999999999,0.8070185369967167,0.15362075488018126,0.7880801637831057,0.817367779355693,0.6385869565217391,0.6072041166380789,0.08154599891126837,0.08973515380819214,0.031382839883660196,0.008189154896923762,0.03138283988366025,0.0292876155725873,0.010264060379005124,0.36141304347826086,0.7880801637831057
