model_variant,model,lambda_max,schedule_gamma,best_epoch_mean,best_val_macro_auroc_mean,test_macro_auroc_mean,test_macro_auprc_mean,test_sex_auroc_mean,test_sex_accuracy_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,best_epoch_std,best_val_macro_auroc_std,test_macro_auroc_std,test_macro_auprc_std,test_sex_auroc_std,test_sex_accuracy_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,best_epoch_n_seeds,best_val_macro_auroc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,test_sex_auroc_n_seeds,test_sex_accuracy_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_dynamic_grl,r50_dynamic_grl,0.1,10.0,3.3333333333333335,0.8089129510114409,0.8076623842781564,0.3050294132951766,0.5558567624873824,0.5738464758828982,0.04528297466262097,0.014648106876252209,0.04539290558748795,0.43870973040498734,0.013204194292188031,0.5773502691896258,0.00024040844975508447,0.001586763860521841,0.003401771265505975,0.007658670886972416,0.009686455542067145,0.012659647784678206,0.005645113517252248,0.01282020116985777,0.011770717596756847,0.0013659553043006117,3,3,3,3,3,3,3,3,3,3,3
