model_variant,model,seed,n_labels,selected_labels,lambda_max,warmup_fraction,ramp_fraction,schedule_reaches_lambda_max_at_progress,best_epoch,best_val_macro_auroc,test_macro_auroc,test_macro_auprc,test_sex_auroc,test_sex_accuracy,mean_FNR_gap,mean_FPR_gap,mean_Equalized_Odds_gap,mean_Worst_group_Recall,mean_AUROC_gap
r50_dynamic_grl_fast_ramp_v2,r50_dynamic_grl_fast_ramp_v2,123,7,Infiltration|Effusion|Atelectasis|Nodule|Mass|Pneumothorax|Consolidation,0.1,0.03,0.15,0.18,3,0.8094887766875056,0.8070573737565511,0.3050103319795478,0.533967392766694,0.5395622140486229,0.04996380000565712,0.024890705232327403,0.05368825719572363,0.4399614777618371,0.012270749184694887
