epoch,train_loss,val_loss,val_auroc,val_auprc
1,0.8610234395841441,0.8036922803101861,0.8598560702392473,0.4590349326390787
2,0.7933049641622607,0.786865483013384,0.8668680629376438,0.46416124606305637
3,0.7624626182157721,0.8111833739482593,0.8631382573646479,0.46555660382070424
4,0.7359489205930286,0.8084104101273999,0.8639653947573578,0.4775165271609411
5,0.7089861627932308,0.801630221566446,0.8673417095999911,0.48427140001833735
