epoch,train_loss,val_loss,val_auroc,val_auprc
1,0.44852573693976755,0.34524858577724005,0.8614356862449531,0.45402837677996316
2,0.37340175624191363,0.3602397380303022,0.8542070702825302,0.4434690231547073
3,0.2961822441776444,0.36344015307702027,0.8526268275942861,0.45029526258448177
4,0.22362106829678005,0.3760589309057819,0.839234663532474,0.4378255621788382
5,0.1806337635362851,0.4363020650177206,0.8390326210821688,0.40124988992869826
