model_variant,seed,model,label,selected_threshold,test_AUROC,test_AUPRC,female_AUROC,male_AUROC,female_FNR,male_FNR,female_FPR,male_FPR,FNR_gap,FPR_gap,Equalized_Odds_gap,AUROC_gap,AUPRC_gap,Worst_group_Recall,Worst_group_AUROC
r50_static_grl,42,r50_static_grl,Infiltration,0.5099999999999999,0.6997753775768091,0.3401153817123076,0.7006324683690387,0.6987493912950496,0.4611275964391691,0.4465174129353234,0.251779359430605,0.26827379223545356,0.014610183503845742,0.01649443280484858,0.01649443280484858,0.0018830770739890479,0.009329560306725382,0.5388724035608309,0.6987493912950496
r50_static_grl,42,r50_static_grl,Effusion,0.735,0.8678260183040567,0.47990174332104885,0.8669289251526573,0.8687424814954146,0.33096716947648624,0.3373071528751753,0.12295276525041537,0.12664604507291205,0.006339983398689075,0.0036932798224966756,0.00633998339868902,0.001813556342757261,0.021082289160850753,0.6626928471248247,0.8669289251526573
r50_static_grl,42,r50_static_grl,Atelectasis,0.6449999999999999,0.8074200630068444,0.33917292840867524,0.8057917809109924,0.8079376780838133,0.3891509433962264,0.36055923473142015,0.17920735209649627,0.1875768757687577,0.02859170866480626,0.00836952367226143,0.028591708664806315,0.0021458971728209875,0.03322434607930641,0.6108490566037735,0.8057917809109924
r50_static_grl,42,r50_static_grl,Nodule,0.7599999999999999,0.7641213335454934,0.22094370075382685,0.7550433669996164,0.7730536220705854,0.6579861111111112,0.5767045454545454,0.06227024618469422,0.07925562847885685,0.08128156565656575,0.016985382294162632,0.08128156565656564,0.018010255070968983,0.007428663949767961,0.3420138888888889,0.7550433669996164
r50_static_grl,42,r50_static_grl,Mass,0.8899999999999999,0.8373026023706461,0.3023211505533433,0.8423811299356032,0.8329638293149877,0.6973995271867612,0.6860643185298622,0.021686746987951807,0.032263401720714756,0.011335208656899076,0.010576654732762949,0.011335208656899076,0.00941730062061552,0.008481045406412369,0.30260047281323876,0.8329638293149877
r50_static_grl,42,r50_static_grl,Pneumothorax,0.8799999999999999,0.8736196904257614,0.33175594861269714,0.8547039491682684,0.8921605815189739,0.519163763066202,0.57847533632287,0.04855774585143112,0.030500203334688898,0.059311573256667915,0.01805754251674222,0.05931157325666786,0.03745663235070551,0.049380962835478714,0.42152466367713004,0.8547039491682684
r50_static_grl,42,r50_static_grl,Consolidation,0.7899999999999999,0.8135646638429265,0.15278749912458128,0.8007269058720503,0.8203997565501909,0.6521739130434783,0.6123499142367067,0.06565051714752314,0.08751439381477216,0.039823998806771566,0.021863876667249024,0.039823998806771566,0.01967285067814062,0.026529383985319205,0.34782608695652173,0.8007269058720503
r50_static_grl,123,r50_static_grl,Infiltration,0.58,0.7043739517288273,0.3446953945669927,0.6993273659295286,0.7072086842066814,0.5097922848664689,0.4597844112769486,0.2048805287239451,0.23903572465872786,0.0500078735895203,0.03415519593478275,0.050007873589520246,0.007881318277152771,0.022770262232817917,0.4902077151335312,0.6993273659295286
r50_static_grl,123,r50_static_grl,Effusion,0.62,0.8762029186702621,0.49266139521430696,0.8734767170782286,0.8786180701931616,0.2839396628216504,0.2980364656381487,0.14063612627581296,0.13539549270879364,0.014096802816498277,0.005240633567019315,0.014096802816498277,0.005141353114933023,0.021666783714314575,0.7019635343618513,0.8734767170782286
r50_static_grl,123,r50_static_grl,Atelectasis,0.69,0.8082647912482379,0.3423324179907753,0.8077459007510321,0.8081587454158994,0.48702830188679247,0.4628403237674761,0.11843767949454337,0.14013354419258478,0.02418797811931639,0.02169586469804141,0.02418797811931639,0.00041284466486724014,0.023379263384274318,0.5129716981132075,0.8077459007510321
r50_static_grl,123,r50_static_grl,Nodule,0.6749999999999999,0.7728700211763587,0.23259675518181566,0.7684750690035028,0.7773343389133505,0.6597222222222222,0.6136363636363636,0.05814860198284505,0.0678740549970923,0.04608585858585856,0.009725453014247251,0.04608585858585856,0.008859269909847645,0.010667001828620154,0.3402777777777778,0.7684750690035028
r50_static_grl,123,r50_static_grl,Mass,0.8599999999999999,0.8308478571360994,0.28657755659721057,0.831733898844896,0.8309693944255653,0.5910165484633569,0.6278713629402757,0.03888280394304491,0.03987425545996029,0.03685481447691874,0.0009914515169153829,0.03685481447691863,0.000764504419330736,0.0007598986741736424,0.3721286370597244,0.8309693944255653
r50_static_grl,123,r50_static_grl,Pneumothorax,0.7849999999999999,0.8688469032437643,0.3036498168430289,0.8551121800655266,0.8799238452322119,0.5121951219512195,0.5695067264573991,0.05991758547722464,0.03310288735258235,0.05731160450617956,0.026814698124642287,0.05731160450617956,0.024811665166685315,0.041442857118655974,0.4304932735426009,0.8551121800655266
r50_static_grl,123,r50_static_grl,Consolidation,0.7849999999999999,0.8108113767258359,0.1478846058413322,0.7905286265413837,0.8231066825392481,0.720108695652174,0.692967409948542,0.05759390310288514,0.06621154795196578,0.027141285703631945,0.00861764484908064,0.02714128570363189,0.03257805599786445,0.02866655870713586,0.2798913043478261,0.7905286265413837
r50_static_grl,2026,r50_static_grl,Infiltration,0.48499999999999993,0.7086337606658363,0.3503202273086646,0.7140777954951054,0.7046598501345532,0.3821958456973294,0.3781094527363184,0.3092272496187087,0.32984800077451837,0.004086392961010987,0.02062075115580969,0.02062075115580969,0.009417945360552182,1.1936231710307776e-05,0.6178041543026707,0.7046598501345532
r50_static_grl,2026,r50_static_grl,Effusion,0.6599999999999999,0.8753851805082635,0.49728400365986025,0.8704311516451697,0.8791231463651806,0.3682342502218279,0.3450210378681627,0.11333966294801803,0.10614228899690677,0.02321321235366519,0.007197373951111266,0.023213212353665136,0.00869199472001092,0.01401369252143242,0.6317657497781721,0.8704311516451697
r50_static_grl,2026,r50_static_grl,Atelectasis,0.6599999999999999,0.8066319417195823,0.3359798142740049,0.8042649258179532,0.8075439978619275,0.5660377358490566,0.5136129506990434,0.0948879954049397,0.10859251449657353,0.05242478515001314,0.013704519091633838,0.0524247851500132,0.0032790720439743737,0.035754831894489136,0.4339622641509434,0.8042649258179532
r50_static_grl,2026,r50_static_grl,Nodule,0.72,0.7686818720555345,0.22742673387724616,0.7719880976693526,0.7660324794006358,0.6388888888888888,0.5909090909090909,0.06494374512643422,0.08158178948242918,0.0479797979797979,0.01663804435599496,0.04797979797979801,0.005955618268716822,0.028945413325117797,0.3611111111111111,0.7660324794006358
r50_static_grl,2026,r50_static_grl,Mass,0.8949999999999999,0.8384542381950375,0.2875661713674251,0.8468501989906757,0.8324822916782797,0.6737588652482269,0.6248085758039816,0.02683461117196057,0.03888153540701522,0.04895028944424529,0.012046924235054653,0.04895028944424529,0.014367907312396011,0.015002480600867285,0.3262411347517731,0.8324822916782797
r50_static_grl,2026,r50_static_grl,Pneumothorax,0.7599999999999999,0.8628924287586616,0.2769923900808076,0.8550914192736981,0.8689727677407235,0.5209059233449478,0.5381165919282511,0.06281323087203475,0.04570963806425376,0.017210668583303335,0.01710359280778099,0.01721066858330339,0.013881348467025378,0.10854774564342029,0.4618834080717489,0.8550914192736981
