bootstrap_iteration,comparison,macro_AUROC,macro_AUPRC,mean_FNR_gap,mean_FPR_gap,mean_Equalized_Odds_gap,mean_Worst_group_Recall,mean_AUROC_gap
14,Standard Dynamic GRL - Static GRL,-0.0016246040932447192,0.0004542278534190869,0.017507144577824617,-0.00020474664234975022,0.016592709123961963,-0.02216084048499678,0.0019788087088547894
14,Final Dynamic - Baseline,0.0018282573292018878,0.002130175396980627,-0.01350455944315869,-0.006015202439841017,-0.013760131254998781,0.011261742652410367,0.000537713756550845
14,Final Dynamic - Static GRL,0.0009821238474371219,0.004649433619305587,-0.004832420314085706,-0.0030908330558217026,-0.006562632691145383,0.00010867076578940926,-0.0006846647716928674
14,Final Dynamic - Standard Dynamic GRL,0.002606727940681841,0.0041952057658865005,-0.022339564891910323,-0.0028860864134719524,-0.023155341815107346,0.02226951125078619,-0.0026634734805476568
15,Static GRL - Baseline,0.0007937583038003515,-0.001235385562550706,-0.012824039670684281,-0.0033224384319512704,-0.01188554437411287,0.00328944539281667,-0.002088849020373918
15,Standard Dynamic GRL - Baseline,-0.0017161448507617694,-0.002184499244212379,-0.00016970439995743491,-0.004451176223034425,-0.0009329149667212794,-0.01007760934122448,-0.0029389064198552424
15,Standard Dynamic GRL - Static GRL,-0.002509903154562121,-0.000949113681661673,0.012654335270726846,-0.001128737791083155,0.010952629407391591,-0.01336705473404115,-0.0008500573994813243
15,Final Dynamic - Baseline,0.0019436280841683695,0.004677603524911922,-0.01827336506433018,-0.0082417827211307,-0.01820250892400823,0.016901939148682377,-0.00023503759807618277
15,Final Dynamic - Static GRL,0.001149869780368018,0.005912989087462628,-0.0054493253936458985,-0.0049193442891794295,-0.00631696454989536,0.013612493755865707,0.0018538114222977353
15,Final Dynamic - Standard Dynamic GRL,0.003659772934930139,0.006862102769124301,-0.018103660664372745,-0.0037906064980962745,-0.01726959395728695,0.026979548489906857,0.0027038688217790596
16,Static GRL - Baseline,0.00010787947210455506,-0.0038721901352255506,-0.011363604836230785,-0.004374073912843139,-0.012102478656633206,0.0025835683826572198,-0.0007122301742629074
16,Standard Dynamic GRL - Baseline,-0.0020427112259151503,-0.00571105808708583,-0.002272825356691127,-0.0013872511719466435,-0.001918996795786193,-0.011674631173687888,0.0017905106278433575
16,Standard Dynamic GRL - Static GRL,-0.0021505906980197054,-0.001838867951860279,0.009090779479539658,0.0029868227408964953,0.010183481860847013,-0.014258199556345108,0.002502740802106265
16,Final Dynamic - Baseline,0.0018443670016040636,0.002639966154223905,-0.02275477157017923,-0.00454369376602873,-0.022900175268502874,0.016655876431971584,7.38077103454391e-05
16,Final Dynamic - Static GRL,0.0017364875294995086,0.006512156289449456,-0.011391166733948445,-0.00016961985318559095,-0.010797696611869669,0.014072308049314364,0.0007860378846083465
16,Final Dynamic - Standard Dynamic GRL,0.003887078227519214,0.008351024241309735,-0.020481946213488103,-0.0031564425940820862,-0.02098117847271668,0.028330507605659472,-0.0017167029174979184
17,Static GRL - Baseline,0.002097271443459614,0.001839112887646488,-0.012115701144420128,-0.003467806895574861,-0.010903012925302574,0.012536174237005315,-0.0041223928502966255
17,Standard Dynamic GRL - Baseline,-0.0010867742176645656,-0.0010848138550556552,-0.005935853214195944,-0.0037252559842531827,-0.0049026398435171245,0.0035370181468732387,-0.0018277671442654651
17,Standard Dynamic GRL - Static GRL,-0.0031840456611241796,-0.002923926742702143,0.006179847930224185,-0.0002574490886783215,0.00600037308178545,-0.008999156090132077,0.0022946257060311604
17,Final Dynamic - Baseline,0.002745673493642631,0.003968630364002024,-0.00819458301312876,-0.0054035564608387945,-0.00760818541727603,0.012174482481180526,-0.0015541032466848091
17,Final Dynamic - Static GRL,0.0006484020501830168,0.002129517476355536,0.003921118131291368,-0.0019357495652639334,0.0032948275080265446,-0.00036169175582478896,0.0025682896036118164
17,Final Dynamic - Standard Dynamic GRL,0.0038324477113071964,0.005053444219057679,-0.0022587297989328167,-0.0016783004765856119,-0.002705545573758905,0.008637464334307288,0.000273663897580656
18,Static GRL - Baseline,0.0017394057155137865,0.00045434736714594637,-0.005305431040851238,-3.6678340421966715e-05,-0.0028171726796027696,0.00479462075962761,-0.0012946650433973694
18,Standard Dynamic GRL - Baseline,-0.0003009575105694662,-0.002680035959379712,-0.007119928771984342,-0.000879103045947429,-0.006471962695765228,0.00033493007227591853,-0.00022667336583936937
18,Standard Dynamic GRL - Static GRL,-0.0020403632260832527,-0.003134383326525658,-0.0018144977311331037,-0.0008424247055254623,-0.0036547900161624583,-0.004459690687351692,0.001067991677558
18,Final Dynamic - Baseline,0.0034086625410469917,0.005529340144156958,-0.018825565806288875,-0.0037449313624369224,-0.01784954353309491,0.019528926885280296,-0.0007139729704245291
18,Final Dynamic - Static GRL,0.0016692568255332052,0.0050749927770110115,-0.013520134765437637,-0.0037082530220149557,-0.015032370853492141,0.014734306125652685,0.0005806920729728403
18,Final Dynamic - Standard Dynamic GRL,0.003709620051616458,0.00820937610353667,-0.011705637034304533,-0.0028658283164894934,-0.011377580837329683,0.019193996813004377,-0.0004872996045851598
19,Static GRL - Baseline,0.0015975009225943637,0.0015983292042871522,-0.011912362124837997,-0.002226003868528295,-0.0115733133677383,0.0074834094839715815,0.0013410757868531561
19,Standard Dynamic GRL - Baseline,-0.0004408513722035101,-0.0011777987051223016,-0.0017549542321126932,-0.00191861421393702,-0.0012260984010888792,-0.00687262814246109,-0.001368912715336644
19,Standard Dynamic GRL - Static GRL,-0.002038352294797874,-0.0027761279094094538,0.010157407892725304,0.0003073896545912752,0.01034721496664942,-0.014356037626432672,-0.0027099885021898
19,Final Dynamic - Baseline,0.0029045658776807315,0.005210737247722308,-0.013716012932185218,-0.0027010826249769995,-0.013366226956023353,0.017344437181520622,0.0011601923342186814
19,Final Dynamic - Static GRL,0.0013070649550863678,0.0036124080434351558,-0.0018036508073472207,-0.00047507875644870433,-0.0017929135882850528,0.00986102769754904,-0.00018088345263447478
19,Final Dynamic - Standard Dynamic GRL,0.0033454172498842416,0.0063885359528446095,-0.011961058700072524,-0.0007824684110399795,-0.012140128554934473,0.024217065323981712,0.0025291050495553254
20,Static GRL - Baseline,0.0010315405266676514,0.0022043216713469316,-0.010114756977999656,-0.005053373800853866,-0.00931969771177437,0.005282586887341623,0.0018675853269791015
20,Standard Dynamic GRL - Baseline,-0.001341415905404153,-0.0009272292423645467,-0.00040534338560466177,-0.0030559352786221766,-0.0006221645636521958,-0.0069653682179092735,0.001168254760336166
20,Standard Dynamic GRL - Static GRL,-0.0023729564320718044,-0.0031315509137114783,0.009709413592394994,0.001997438522231689,0.008697533148122175,-0.012247955105250896,-0.0006993305666429354
20,Final Dynamic - Baseline,0.003088843998876989,0.0051217234025005,-0.01784981523265114,-0.00996966702612635,-0.01652671233709376,0.016583459679523904,-0.0006428233573450362
20,Final Dynamic - Static GRL,0.0020573034722093375,0.0029174017311535683,-0.0077350582546514834,-0.004916293225272485,-0.007207014625319391,0.011300872792182282,-0.0025104086843241377
20,Final Dynamic - Standard Dynamic GRL,0.004430259904281142,0.006048952644865047,-0.017444471847046478,-0.006913731747504174,-0.015904547773441566,0.023548827897433178,-0.0018110781176812023
21,Static GRL - Baseline,0.0009669591644810849,0.000304115268130678,-0.011290617061141442,-0.002811246464903071,-0.010001756524865082,0.010517006899209147,-0.004951852371771145
21,Standard Dynamic GRL - Baseline,-0.0009089121790162302,-0.0014491808929343875,-0.0014965646588214199,-0.0027533537267910857,-0.0004204939991602208,0.0016898727295567295,-0.002386448943999697
21,Standard Dynamic GRL - Static GRL,-0.001875871343497315,-0.0017532961610650655,0.009794052402320022,5.789273811198509e-05,0.009581262525704862,-0.008827134169652417,0.0025654034277714476
21,Final Dynamic - Baseline,0.002073975076442469,0.0026764582652660796,-0.019544880496690314,-0.008020574938005669,-0.01866262208010891,0.0198597722911793,-0.0015126398957307462
21,Final Dynamic - Static GRL,0.0011070159119613843,0.0023723429971354015,-0.008254263435548873,-0.005209328473102598,-0.008660865555243827,0.009342765391970154,0.0034392124760403986
21,Final Dynamic - Standard Dynamic GRL,0.0029828872554586994,0.004125639158200467,-0.018048315837868895,-0.005267221211214583,-0.01824212808094869,0.01816989956162257,0.000873809048268951
22,Static GRL - Baseline,0.0012961783749376732,-0.00037836111577860265,-0.01864401133545312,-0.007426765322595095,-0.016806448885925265,0.013408570621320726,-0.0018439339004433647
22,Standard Dynamic GRL - Baseline,-0.002489116467958463,-0.00399322233149263,-0.005438144344794338,-0.00396469853933442,-0.006398438910672072,-0.006959760803877224,1.2875698791828954e-05
22,Standard Dynamic GRL - Static GRL,-0.0037852948428961364,-0.003614861215714027,0.01320586699065878,0.003462066783260675,0.010408009975253193,-0.02036833142519795,0.0018568095992351936
22,Final Dynamic - Baseline,0.0016711654824843603,0.00442300858630712,-0.02060251791884258,-0.011054768463652139,-0.0202268008038339,0.016272939189455105,0.000548688772671866
22,Final Dynamic - Static GRL,0.00037498710754668707,0.004801369702085723,-0.0019585065833894605,-0.003628003141057044,-0.003420351917908633,0.002864368568134379,0.0023926226731152307
22,Final Dynamic - Standard Dynamic GRL,0.0041602819504428235,0.00841623091779975,-0.015164373574048241,-0.007090069924317719,-0.013828361893161827,0.02323269999333233,0.0005358130738800371
23,Static GRL - Baseline,0.0018691372558666819,-0.0015868817156236004,-0.018804718108115556,-0.0028886647842350094,-0.019574657670521148,0.014024599385512093,-0.0014677035577314278
23,Standard Dynamic GRL - Baseline,-0.00038928719641384557,-0.0024802338455965356,-0.011460611097954897,-0.0036090014773519016,-0.01159915200364188,0.0022496879453898777,-0.0025700941779538636
23,Standard Dynamic GRL - Static GRL,-0.0022584244522805275,-0.0008933521299729352,0.0073441070101606595,-0.0007203366931168922,0.007975505666879268,-0.011774911440122215,-0.0011023906202224359
23,Final Dynamic - Baseline,0.0033110274320921063,0.004750088698283972,-0.014093894353519335,-0.008581374032008782,-0.014605402198664429,0.02118049215392631,-0.0005429141785843819
23,Final Dynamic - Static GRL,0.0014418901762254244,0.006336970413907572,0.004710823754596222,-0.005692709247773773,0.004969255471856719,0.007155892768414218,0.0009247893791470459
23,Final Dynamic - Standard Dynamic GRL,0.003700314628505952,0.0072303225438805074,-0.002633283255564438,-0.00497237255465688,-0.0030062501950225487,0.018930804208536434,0.0020271799993694817
24,Static GRL - Baseline,0.0019145591543113794,0.0037565089198305923,-0.003018553801995179,-0.004347525025685254,-0.0010319759322275357,0.0021211568718724205,-0.0023997167192730193
24,Standard Dynamic GRL - Baseline,-0.0008311433812711044,0.0024626990796243753,-0.002535803734870515,-0.002951129619486837,-0.002364272272326419,-0.006238438152812054,-0.0013423836877921418
24,Standard Dynamic GRL - Static GRL,-0.0027457025355824838,-0.001293809840206217,0.000482750067124664,0.0013963954061984168,-0.0013322963400988833,-0.008359595024684474,0.0010573330314808775
24,Final Dynamic - Baseline,0.00243130112494494,0.005705754699383225,-0.0188024017105095,-0.008620743118354937,-0.0186061967714406,0.015134020761307543,-0.0018695486311521292
24,Final Dynamic - Static GRL,0.0005167419706335608,0.001949245779552633,-0.01578384790851432,-0.004273218092669683,-0.017574220839213065,0.013012863889435122,0.0005301680881208901
24,Final Dynamic - Standard Dynamic GRL,0.0032624445062160445,0.00324305561975885,-0.016266597975638983,-0.0056696134988681,-0.016241924499114182,0.021372458914119596,-0.0005271649433599875
25,Static GRL - Baseline,-0.00021602792715358365,-0.004183615163499743,-0.005765039116930749,-0.0027172499459797265,-0.006545984459217932,0.0031674922666728444,-9.242984796210482e-05
25,Standard Dynamic GRL - Baseline,-0.002383026068698224,-0.004456194262387081,-0.00392484885520205,-0.0026821187405447217,-0.005616548168216412,-0.006489839496915895,0.0020537379169759153
25,Standard Dynamic GRL - Static GRL,-0.0021669981415446404,-0.0002725790988873378,0.0018401902617286997,3.513120543500482e-05,0.0009294362910015203,-0.009657331763588739,0.00214616776493802
25,Final Dynamic - Baseline,0.0019083752845520108,0.004567750562266049,-0.016559851637483414,-0.0028878781996836238,-0.01777211886942106,0.017912131953317534,-0.000571785846362631
25,Final Dynamic - Static GRL,0.0021244032117055944,0.008751365725765792,-0.010794812520552664,-0.00017062825370389723,-0.011226134410203127,0.01474463968664469,-0.0004793559984005262
25,Final Dynamic - Standard Dynamic GRL,0.004291401353250235,0.00902394482465313,-0.012635002782281364,-0.00020575945913890205,-0.012155570701204647,0.02440197145023343,-0.0026255237633385463
26,Static GRL - Baseline,0.0013948603452018649,-0.000439579285030689,-0.010418154878988992,-0.0017222217602612597,-0.007183489169653959,0.0034135431840133235,-0.0008914207789511974
