model_variant,seed,label,support,positive_support,negative_support,threshold,AUROC,AUPRC,TPR,Recall,FNR,TNR,Specificity,FPR,TP,FP,TN,FN,group
r50_baseline,123,Infiltration,9553,1685,7868,0.4699999999999999,0.7048376098805362,0.34160510744384714,0.5370919881305638,0.5370919881305638,0.4629080118694362,0.757244534824606,0.757244534824606,0.242755465175394,905,1910,5958,780,Female
r50_baseline,123,Infiltration,12741,2412,10329,0.4699999999999999,0.7072885403556329,0.353056757654194,0.5563847429519071,0.5563847429519071,0.44361525704809285,0.7366637622228677,0.7366637622228677,0.26333623777713233,1342,2720,7609,1070,Male
r50_baseline,123,Effusion,9553,1127,8426,0.6449999999999999,0.8655469370484858,0.5029690460037062,0.6681455190771961,0.6681455190771961,0.3318544809228039,0.8765725136482316,0.8765725136482316,0.12342748635176834,753,1040,7386,374,Female
r50_baseline,123,Effusion,12741,1426,11315,0.6449999999999999,0.8742901694990886,0.4832104258269473,0.7019635343618513,0.7019635343618513,0.2980364656381487,0.8691117984975696,0.8691117984975696,0.1308882015024304,1001,1481,9834,425,Male
r50_baseline,123,Atelectasis,9553,848,8705,0.565,0.8102203515654632,0.3300907967724367,0.4988207547169811,0.4988207547169811,0.5011792452830188,0.880413555427915,0.880413555427915,0.119586444572085,423,1041,7664,425,Female
r50_baseline,123,Atelectasis,12741,1359,11382,0.565,0.8025879714804717,0.3409217217599505,0.5688005886681383,0.5688005886681383,0.4311994113318617,0.8452820242488139,0.8452820242488139,0.1547179757511861,773,1761,9621,586,Male
r50_baseline,123,Nodule,9553,576,8977,0.73,0.7549805134727017,0.23984734523009815,0.3177083333333333,0.3177083333333333,0.6822916666666666,0.9494263116854182,0.9494263116854182,0.050573688314581706,183,454,8523,393,Female
r50_baseline,123,Nodule,12741,704,12037,0.73,0.7757977651294872,0.22242009862393897,0.375,0.375,0.625,0.9369444213674504,0.9369444213674504,0.06305557863254964,264,759,11278,440,Male
r50_baseline,123,Mass,9553,423,9130,0.825,0.837543080121906,0.2962195749693028,0.3262411347517731,0.3262411347517731,0.6737588652482269,0.9750273822562979,0.9750273822562979,0.02497261774370208,138,228,8902,285,Female
r50_baseline,123,Mass,12741,653,12088,0.825,0.8220891993679833,0.2934021541579044,0.4058192955589586,0.4058192955589586,0.5941807044410413,0.9516048974189278,0.9516048974189278,0.04839510258107214,265,585,11503,388,Male
r50_baseline,123,Pneumothorax,9553,574,8979,0.8499999999999999,0.8451006277520174,0.3147577227604031,0.41289198606271776,0.41289198606271776,0.5871080139372822,0.9557857222407841,0.9557857222407841,0.04421427775921595,237,397,8582,337,Female
r50_baseline,123,Pneumothorax,12741,446,12295,0.8499999999999999,0.8792501964960783,0.2811379972935109,0.3834080717488789,0.3834080717488789,0.6165919282511211,0.9753558357055714,0.9753558357055714,0.02464416429442863,171,303,11992,275,Male
r50_baseline,123,Consolidation,9553,368,9185,0.7549999999999999,0.790423895292419,0.14112557441195736,0.2717391304347826,0.2717391304347826,0.7282608695652174,0.9486118671747414,0.9486118671747414,0.05138813282525857,100,472,8713,268,Female
r50_baseline,123,Consolidation,12741,583,12158,0.7549999999999999,0.8098523810424043,0.14942902050527404,0.34991423670668953,0.34991423670668953,0.6500857632933105,0.9150353676591545,0.9150353676591545,0.08496463234084553,204,1033,11125,379,Male
