bootstrap_iteration,model,n_images_in_resample,n_seeds_aggregated,macro_AUROC,macro_AUPRC,mean_FNR_gap,mean_FPR_gap,mean_Equalized_Odds_gap,mean_Worst_group_Recall,mean_AUROC_gap,sex_head_AUROC,sex_head_accuracy
8,Final Dynamic,22161,3,0.8122560782410155,0.31002883209274185,0.035676152221959835,0.012363823083892575,0.03684415298490266,0.45867451816613497,0.018738267112815322,,
9,Baseline,22909,3,0.8103363379172962,0.3007652378426256,0.06734119638358788,0.029242833852710214,0.06896956602461597,0.42914845020352166,0.014774681287310694,,
9,Static GRL,22909,3,0.8114950287230668,0.3033266117040952,0.039160944166095155,0.02230987025688717,0.04303251515079779,0.4471948410090268,0.014170859563462423,0.5655933160721205,0.5959812009836017
9,Standard Dynamic GRL,22909,3,0.8083624935371129,0.29991258203154036,0.05716455193327519,0.02439902583106313,0.057672773573128916,0.4276403726250073,0.016523676061503883,0.5647319866527175,0.5866107934290744
9,Final Dynamic,22909,3,0.8123027264533479,0.3063573421789532,0.04260746617137859,0.0191096393517821,0.04593667792489491,0.4469142733082578,0.015042546256665403,,
10,Baseline,22821,3,0.805191074857578,0.307531559630418,0.052010701185611,0.019107780351906148,0.054295789922546335,0.4366020137448576,0.016668252140147406,,
10,Static GRL,22821,3,0.8065749528661833,0.30826945976542897,0.04160461655559675,0.013836415073098754,0.04462667903565821,0.44825884062050564,0.016545260033105365,0.5470027569844275,0.5867402830726085
10,Standard Dynamic GRL,22821,3,0.8045618566765883,0.30798390374167584,0.04769848645787115,0.015296791677790363,0.04978718048564485,0.4361567746083475,0.018784119590494128,0.5472780248985718,0.5783123731066415
10,Final Dynamic,22821,3,0.807556187845639,0.3119609019897494,0.03350859507468165,0.009548850795199827,0.0351587387834681,0.4531487314630965,0.01749476382460016,,
11,Baseline,22740,3,0.8111621466049401,0.31738243751705775,0.0385351130812212,0.016021501167137405,0.04014450541436299,0.4559813217604483,0.014198489718339383,,
11,Static GRL,22740,3,0.8117427574696044,0.31525155159322304,0.042558960530051294,0.01382994367477172,0.04324541767202473,0.4590473548680308,0.013725797168491554,0.5430282448201961,0.5954851949574905
11,Standard Dynamic GRL,22740,3,0.8088966935365076,0.3133101486560774,0.036745516887074864,0.013190863656253918,0.03696050636837222,0.4489406893118808,0.016660597829660378,0.5494850032827466,0.5836851363236587
11,Final Dynamic,22740,3,0.8136579171903916,0.3209523508816961,0.03752085987198194,0.008481844421671039,0.03767447525034782,0.46757056395796576,0.01138900335202001,,
12,Baseline,22872,3,0.8073047446521157,0.3006973292075569,0.04755951434371062,0.014281437239159275,0.04946764260244182,0.437076120314904,0.02565993493261273,,
12,Static GRL,22872,3,0.8086275224938554,0.2993509809494517,0.0391510762194957,0.010864969209907089,0.04127534063301963,0.44248293373353026,0.023585373424736034,0.545012442546038,0.5830564299871749
12,Standard Dynamic GRL,22872,3,0.8073681700259581,0.2991085032605891,0.04487971530041126,0.009739804912510608,0.04624291714161358,0.43541783173682774,0.02471554046531114,0.5400478981677193,0.570814387314912
12,Final Dynamic,22872,3,0.8089014658097501,0.30418648025912015,0.03687625256969108,0.007548657197476233,0.036992759483948444,0.45128652872037983,0.024308345326901477,,
13,Baseline,23408,3,0.8084021880227622,0.31588371501253243,0.0693829535979115,0.024545998080480247,0.07024486755426014,0.4384254603102156,0.018849083407787928,,
13,Static GRL,23408,3,0.8093854936959702,0.31763140691257125,0.06422771570845738,0.01763287956060946,0.06445522200397079,0.4402631253020776,0.015611723945986117,0.5481374353528804,0.5830058099794941
13,Standard Dynamic GRL,23408,3,0.8078580800862839,0.3154866347402343,0.0598958312655726,0.01901192333961519,0.06030683441801907,0.43969818726023635,0.01677974637538388,0.5477378254487254,0.5716991341991342
13,Final Dynamic,23408,3,0.8106107810089701,0.3204030713034037,0.050955643794786176,0.013894749464634178,0.050955643794786204,0.45217361810267565,0.018841693376687476,,
14,Baseline,22244,3,0.8058504039176354,0.3040392975850581,0.05425994529778414,0.01791645205431536,0.05538417194421399,0.42975365396885384,0.023355204751904068,,
14,Static GRL,22244,3,0.8066965373994002,0.30152003936273314,0.04558780616871116,0.014992082670296046,0.04818667338036059,0.4409067258554748,0.02457758328014778,0.5584210873252655,0.5765300005994126
14,Standard Dynamic GRL,22244,3,0.8050719333061555,0.3019742672161522,0.06309495074653577,0.014787336027946296,0.06477938250432255,0.418745885370478,0.02655639198900257,0.5562692354803297,0.5633878798777199
14,Final Dynamic,22244,3,0.8076786612468373,0.3061694729820387,0.04075538585462545,0.011901249614474344,0.04162404068921521,0.4410153966212642,0.023892918508454913,,
15,Baseline,23120,3,0.8077551582091284,0.31111113195042894,0.06367227808617908,0.02121199084415104,0.06587022922944562,0.4460371758448609,0.019841066797165345,,
15,Static GRL,23120,3,0.8085489165129287,0.30987574638787824,0.050848238415494795,0.01788955241219977,0.05398468485533275,0.4493266212376776,0.017752217776791427,0.5563786158276104,0.5747404844290657
15,Standard Dynamic GRL,23120,3,0.8060390133583666,0.30892663270621656,0.06350257368622164,0.016760814621116615,0.06493731426272434,0.43595956650363643,0.016902160377310103,0.5577674111658406,0.5623702422145329
15,Final Dynamic,23120,3,0.8096987862932967,0.31578873547534086,0.0453989130218489,0.012970208123020341,0.04766772030543739,0.4629391149935433,0.019606029199089162,,
16,Baseline,22374,3,0.8117743422281952,0.30746005099133883,0.06677475889198291,0.019608557174288156,0.06760595817921479,0.42804414778661454,0.01243822566461275,,
16,Static GRL,22374,3,0.8118822217002998,0.3035878608561133,0.05541115405575212,0.015234483261445017,0.055503479522581584,0.43062771616927176,0.011725995490349842,0.5660552510216473,0.5951550907303119
16,Standard Dynamic GRL,22374,3,0.8097316310022801,0.301748992904253,0.06450193353529178,0.018221306002341512,0.0656869613834286,0.41636951661292665,0.014228736292456107,0.5717660441045335,0.5841452876851106
16,Final Dynamic,22374,3,0.8136187092297993,0.31010001714556273,0.04401998732180368,0.015064863408259426,0.044705782910711915,0.4447000242185861,0.012512033374958188,,
17,Baseline,22569,3,0.8077193234791715,0.2991174359266667,0.052241171690812556,0.014692165788866859,0.05230150782340553,0.4306485785014984,0.01905238913339948,,
17,Static GRL,22569,3,0.8098165949226311,0.30095654881431316,0.04012547054639243,0.011224358893291998,0.041398494898102954,0.4431847527385037,0.014929996283102853,0.5481340892508112,0.5773110608947376
17,Standard Dynamic GRL,22569,3,0.806632549261507,0.298032622071611,0.04630531847661661,0.010966909804613676,0.047398867979888404,0.43418559664837164,0.017224621989134013,0.5487437181270076,0.5648603541731284
17,Final Dynamic,22569,3,0.8104649969728142,0.3030860662906687,0.044046588677683796,0.009288609328028065,0.0446933224061295,0.44282306098267893,0.01749828588671467,,
18,Baseline,22806,3,0.8070443618309947,0.30925858459755345,0.04914459532252095,0.016684109930652193,0.04999513854266919,0.44635766061513116,0.020882064151647315,,
18,Static GRL,22806,3,0.8087837675465085,0.3097129319646994,0.04383916428166971,0.016647431590230227,0.04717796586306642,0.45115228137475877,0.019587399108249946,0.5613607649378448,0.580651290596042
18,Standard Dynamic GRL,22806,3,0.8067434043204252,0.30657854863817374,0.042024666550536605,0.015805006884704764,0.04352317584690396,0.4466925906874071,0.020655390785807946,0.561036491557293,0.5714139553918559
18,Final Dynamic,22806,3,0.8104530243720417,0.3147879247417104,0.030319029516232072,0.01293917856821527,0.03214559500957428,0.46588658750041145,0.020168091181222786,,
19,Baseline,22461,3,0.8099440071406304,0.308363280702155,0.08140002541136733,0.015324348386533182,0.08150608825100508,0.4244512054819176,0.018998323571343796,,
19,Static GRL,22461,3,0.8115415080632248,0.30996160990644217,0.06948766328652933,0.013098344518004887,0.06993277488326678,0.4319346149658892,0.020339399358196952,0.5547800458135834,0.5824317706246384
19,Standard Dynamic GRL,22461,3,0.8095031557684269,0.3071854819970327,0.07964507117925464,0.013405734172596162,0.0802799898499162,0.4175785773394565,0.017629410856007152,0.5593291843844508,0.5703812534318745
19,Final Dynamic,22461,3,0.8128485730183111,0.3135740179498773,0.06768401247918211,0.012623265761556183,0.06813986129498173,0.44179564266343824,0.020158515905562478,,
20,Baseline,22793,3,0.812553876707533,0.3263394253341019,0.06121739493394874,0.023773047868025466,0.06156347609757423,0.4629300194281483,0.015341234464089512,,
20,Static GRL,22793,3,0.8135854172342006,0.3285437470054488,0.05110263795594908,0.0187196740671716,0.05224377838579986,0.46821260631548994,0.017208819791068614,0.5647150433496116,0.5913950189385629
20,Standard Dynamic GRL,22793,3,0.8112124608021288,0.3254121960917373,0.06081205154834408,0.02071711258940329,0.06094131153392204,0.45596465121023905,0.016509489224425678,0.5644711237986356,0.5817721815177174
20,Final Dynamic,22793,3,0.81564272070641,0.3314611487366024,0.0433675797012976,0.013803380841899115,0.04503676376048047,0.4795134791076722,0.014698411106744476,,
21,Baseline,22916,3,0.8121172572848168,0.31993807944113833,0.08575073580085894,0.028922969676310455,0.08611833081090814,0.4299623941715109,0.025389616237006928,,
21,Static GRL,22916,3,0.8130842164492978,0.320242194709269,0.0744601187397175,0.026111723211407385,0.07611657428604306,0.44047940107072003,0.020437763865235783,0.5686948435168041,0.5970500960027928
21,Standard Dynamic GRL,22916,3,0.8112083451058005,0.31848889854820395,0.08425417114203752,0.02616961594951937,0.08569783681174792,0.4316522669010676,0.02300316729300723,0.5667494097687231,0.5860970500960029
21,Final Dynamic,22916,3,0.8141912323612592,0.3226145377064044,0.06620585530416863,0.020902394738304787,0.06745570873079923,0.4498221664626902,0.023876976341276182,,
22,Baseline,22308,3,0.8068550010879058,0.3216429968837483,0.07741892250063555,0.024944921742416724,0.07877868334979483,0.42877811812862726,0.02232640845973743,,
22,Static GRL,22308,3,0.8081511794628434,0.3212646357679697,0.05877491116518243,0.01751815641982163,0.06197223446386957,0.442186688749948,0.020482474559294066,0.5506839880169813,0.582660928814775
22,Standard Dynamic GRL,22308,3,0.8043658846199473,0.3176497745522557,0.07198077815584121,0.020980223203082304,0.07238024443912276,0.42181835732475004,0.02233928415852926,0.5672386859386652,0.5769828462136154
22,Final Dynamic,22308,3,0.8085261665703901,0.32606600547005543,0.05681640458179297,0.013890153278764585,0.058551882545960936,0.44505105731808237,0.022875097232409297,,
23,Baseline,22092,3,0.8056576126591803,0.29834409682002044,0.07289382179427296,0.022693095826024568,0.07563283729991009,0.4189104173202791,0.01816723715557028,,
23,Static GRL,22092,3,0.807526749915047,0.29675721510439684,0.05408910368615741,0.01980443104178956,0.05605817962938894,0.4329350167057912,0.016699533597838854,0.5563249613212703,0.5827599734443841
23,Standard Dynamic GRL,22092,3,0.8052683254627665,0.2958638629744239,0.06143321069631807,0.019084094348672666,0.06403368529626821,0.421160105265669,0.015597142977616418,0.5530601971589216,0.568923894018951
23,Final Dynamic,22092,3,0.8089686400912725,0.3030941855183044,0.05879992744075363,0.014111721794015786,0.06102743510124566,0.4400909094742054,0.0176243229769859,,
24,Baseline,22757,3,0.8089464593507438,0.30812382376517977,0.04540072361936779,0.020669206555453026,0.0467749679904152,0.45490458947278684,0.01949633083205007,,
24,Static GRL,22757,3,0.8108610185050552,0.31188033268501036,0.04238216981737261,0.016321681529767772,0.045742992058187666,0.45702574634465926,0.01709661411277705,0.5500000863121436,0.5889762856849906
24,Standard Dynamic GRL,22757,3,0.8081153159694727,0.31058652284480415,0.042864919884497275,0.01771807693596619,0.04441069571808878,0.4486661513199748,0.01815394714425793,0.5519654481350514,0.5776977047355393
24,Final Dynamic,22757,3,0.8113777604756888,0.313829578464563,0.026598321908858292,0.01204846343709809,0.0281687712189746,0.4700386102340944,0.01762678220089794,,
25,Baseline,21962,3,0.8052036770792643,0.3055193779997647,0.055671865889956235,0.01606285801412542,0.058217576376707554,0.4269142910419643,0.023587125712038786,,
25,Static GRL,21962,3,0.8049876491521107,0.30133576283626495,0.049906826773025485,0.013345608068145692,0.05167159191748962,0.43008178330863717,0.02349469586407668,0.5510014894513229,0.5632304283155753
25,Standard Dynamic GRL,21962,3,0.8028206510105661,0.3010631837373776,0.051747017034754185,0.013380739273580697,0.05260102820849114,0.4204244515450484,0.0256408636290147,0.5480420367189235,0.5520747958595149
25,Final Dynamic,21962,3,0.8071120523638163,0.31008712856203074,0.03911201425247282,0.013174979814441795,0.040445457507286495,0.44482642299528186,0.023015339865676155,,
26,Baseline,22195,3,0.8143846231571098,0.3126518451374604,0.07321447997883178,0.021878703804870076,0.07347729511032286,0.4441314002303603,0.015574233461559754,,
26,Static GRL,22195,3,0.8157794835023117,0.3122122658524297,0.06279632509984279,0.020156482044608817,0.0662938059406689,0.4475449434143736,0.014682812682608556,0.5618881953369131,0.5915896973792897
26,Standard Dynamic GRL,22195,3,0.8142409093143786,0.31143679933338825,0.0709640566217943,0.017502693577998444,0.07177024409026946,0.4398048160522981,0.015076957855561632,0.5587547241688248,0.5763310054817151
26,Final Dynamic,22195,3,0.8169665763980248,0.31698070374521586,0.05010773160065455,0.017255883825530657,0.05257381098454302,0.46290720478076847,0.01573899675845447,,
27,Baseline,21603,3,0.8138702682944441,0.31601064947333435,0.058030973820249326,0.01474092369127501,0.05942721373054338,0.44403061246436165,0.017671462705014847,,
27,Static GRL,21603,3,0.8150649199365206,0.31435317593720663,0.04336863043073234,0.01062595923710548,0.043696242354515226,0.45554718570677766,0.01718703371768861,0.5433164895199506,0.5663410946010584
27,Standard Dynamic GRL,21603,3,0.8132405502435067,0.31250220662213285,0.05298017393113382,0.01161754571782504,0.05334026120394409,0.44529537645674644,0.019353725732850605,0.5460726980314271,0.5574071502414788
27,Final Dynamic,21603,3,0.8167086812967864,0.322283481447663,0.0431537107775448,0.010948234295808981,0.045474049795671066,0.4612685898458595,0.0176316890338809,,
28,Baseline,22411,3,0.8108932514890513,0.30752282982226103,0.035922397903831386,0.0116328881210813,0.037634077734575735,0.45632227385399177,0.019419588742809617,,
28,Static GRL,22411,3,0.8110626906098927,0.30956621491688807,0.044924913690501576,0.010966613341551116,0.046148464154655455,0.45402430079278244,0.01723177676758134,0.5361922179776463,0.5681733672452516
28,Standard Dynamic GRL,22411,3,0.8088406516156569,0.30692222028164734,0.035117446293527664,0.009777822404855342,0.03584712520554623,0.45195563487726015,0.018402449783534613,0.5469270369728035,0.5583121383844243
28,Final Dynamic,22411,3,0.8129081873692128,0.31341011522317785,0.035203765498544225,0.007702429215498609,0.03614327992813459,0.46910704028791583,0.01727551971902086,,
29,Baseline,22076,3,0.8091897288638875,0.30861301132289126,0.05391719144230415,0.019755809752615427,0.05491834700960696,0.4334729196944585,0.02097980794194253,,
29,Static GRL,22076,3,0.8099640300898859,0.31012095181768395,0.04889894034365585,0.01508149675430155,0.04999852595286162,0.4371407059136118,0.02061168957013386,0.5569271183108424,0.5926345352418917
29,Standard Dynamic GRL,22076,3,0.8071570413882959,0.3091046977873156,0.054170761757751484,0.01583006257341485,0.05634583357016043,0.4275807369262921,0.019917581175793033,0.561555227341752,0.5802077671075678
29,Final Dynamic,22076,3,0.8120722165441876,0.31476482693623203,0.04484240889171363,0.010909710253206242,0.04723075521803729,0.44897485332137516,0.022134823309245797,,
30,Baseline,21762,3,0.8106623531891121,0.30792062790413866,0.05789813923812278,0.021984866659210314,0.05986169116667329,0.43762353022638667,0.015478593240669497,,
30,Static GRL,21762,3,0.8119810029024652,0.30890604850410663,0.04740931717642932,0.01920684685004727,0.05038212499070816,0.44564531217108416,0.01581486008898481,0.5684866217050163,0.5896670036454982
30,Standard Dynamic GRL,21762,3,0.8104225191792308,0.3082948956491902,0.05814813692166104,0.01862466183315738,0.05998142115519315,0.4365271988214204,0.015202349675907924,0.5671752775047813,0.5736451919247618
30,Final Dynamic,21762,3,0.8133214462184731,0.31174842888023013,0.042041039711395924,0.0157675725835052,0.043769480991298765,0.4579095046758564,0.015499940690199611,,
31,Baseline,23183,3,0.8079247331479097,0.31314481456648524,0.06430123618619348,0.02022134899919031,0.06430123618619348,0.4330582936489948,0.02058838433330407,,
31,Static GRL,23183,3,0.8073043324727053,0.31268434284799557,0.05881704961457144,0.015396719523703388,0.05881704961457148,0.43755900249535906,0.019317019962426126,0.5372597387337258,0.5921868035485773
31,Standard Dynamic GRL,23183,3,0.8069187318499296,0.3119015788948502,0.06952730353198731,0.016071520312374785,0.07010339277649275,0.42715292266523264,0.02100898561933816,0.5426949158394665,0.5771614257573797
31,Final Dynamic,23183,3,0.8103782242610821,0.318618134182357,0.037618519174393704,0.011503925351987679,0.038960577595174205,0.46048627970779377,0.019025798267585145,,
32,Baseline,22680,3,0.8113788485456565,0.3106359529521931,0.04837624669373975,0.01832211046198646,0.050442246382094054,0.45134246940951944,0.0157927069758818,,
32,Static GRL,22680,3,0.8095517677122674,0.3091662886113589,0.04640158094004629,0.014655482442125979,0.047767972266152516,0.45147413215668486,0.01886660318931752,0.5526377769714201,0.5878306878306878
32,Standard Dynamic GRL,22680,3,0.807986050038104,0.306946164212998,0.055199668834644666,0.014261017334830381,0.055983385022013575,0.43616647949788084,0.016561565456225624,0.5613338617367463,0.5803057025279248
32,Final Dynamic,22680,3,0.8138654391539896,0.31651597877188603,0.039586856619561135,0.00901074676466162,0.0406675480514507,0.4700749646179003,0.01693245924110645,,
33,Baseline,22834,3,0.8004959864361602,0.3023111977483702,0.07738902197957953,0.024805726327646882,0.07738902197957953,0.41224406967857957,0.024479885674873414,,
33,Static GRL,22834,3,0.799522115270863,0.30057218348700415,0.06052257592985654,0.016289232302922087,0.0607090304182927,0.42288698116351536,0.020208621312328156,0.5487772313014726,0.5917783422381828
33,Standard Dynamic GRL,22834,3,0.7964946586141607,0.29688529819681464,0.08042884611696448,0.02194376061297389,0.08096542009929547,0.40242822545508655,0.02306620578964964,0.5586480373436755,0.5807567662258036
33,Final Dynamic,22834,3,0.8021908399460013,0.3073196178768592,0.05006304043099428,0.01412495340868493,0.050725000204486,0.4385650443817135,0.022877363379148075,,
34,Baseline,21935,3,0.8098702778943787,0.3131963703747532,0.062273643026213236,0.021767134966795543,0.06319062697798701,0.4375956210065269,0.022495418731405314,,
34,Static GRL,21935,3,0.8106241276362637,0.3122540421923492,0.05851369676011292,0.016993213708216756,0.06050693139079156,0.44347003169467886,0.022449406685903714,0.5687044067947545,0.5830559987842868
34,Standard Dynamic GRL,21935,3,0.8092398924663621,0.3125565155876062,0.0575216846420446,0.016634916520827797,0.0601731489661592,0.4384557342915671,0.019884219706134437,0.5644536868092797,0.5724792948864068
34,Final Dynamic,21935,3,0.8117351182612015,0.3181824079627365,0.04722452147056874,0.014230209682392003,0.05054017370810406,0.4564368244918313,0.02253404560230081,,
35,Baseline,22455,3,0.8107978003588604,0.3056355281806305,0.06788612689585231,0.018483598158382825,0.06788615586320702,0.43446474290617315,0.015508512366767263,,
35,Static GRL,22455,3,0.8105293952064151,0.3066094284361675,0.05495717367887012,0.013878473341728502,0.056314869698752164,0.4453367514396924,0.012325434177632946,0.5617337034782425,0.5771097751057671
35,Standard Dynamic GRL,22455,3,0.8084645916565473,0.30657985409450134,0.06309317763752909,0.014497500329028303,0.06334945301611171,0.4326073223525763,0.013779702524022221,0.5666684642417813,0.56861871891932
35,Final Dynamic,22455,3,0.8125267235235146,0.30935006355328676,0.04358156144747329,0.011124652295775951,0.044060398232475734,0.4532479685516538,0.01578806488503999,,
36,Baseline,21547,3,0.8098369243757011,0.3123720096867264,0.05955268713922115,0.019768273156294425,0.05996866223040046,0.44002144317012587,0.014239653634021925,,
36,Static GRL,21547,3,0.8105101196092567,0.3093472159153943,0.04357396022480805,0.013477409831564863,0.045237491086195625,0.44961314810951225,0.011907043642540027,0.5471859735675969,0.5717269225414211
36,Standard Dynamic GRL,21547,3,0.8094095830445104,0.3084199480358728,0.053985308827186475,0.014153046889617223,0.05412929943746079,0.4338940998020729,0.013975857481967724,0.5442930128633908,0.562491298092542
36,Final Dynamic,21547,3,0.8120461044996334,0.3152284833657672,0.02902220589539865,0.009856729369259949,0.029797354619749476,0.46130232096714163,0.013719555741597661,,
37,Baseline,21805,3,0.8095403085772029,0.31685517235231914,0.07319443364863983,0.020288343625980938,0.0756973993429428,0.4308676081620278,0.027694535483264542,,
37,Static GRL,21805,3,0.8088780809503393,0.31469536141498466,0.06655974064487581,0.01395454929937844,0.06696756652269925,0.43322969533109834,0.027497011862958835,0.572905852571425,0.5801727432546052
37,Standard Dynamic GRL,21805,3,0.8082964549349184,0.3136453899827907,0.0652781274315332,0.016812091775709064,0.06823346365514676,0.42536761344818963,0.025944287381279147,0.5730718656221323,0.5728196896736223
37,Final Dynamic,21805,3,0.810479338215973,0.3212857448525634,0.06401706030714233,0.013868647519585156,0.06512251103571148,0.4434109227294631,0.02838997544791348,,
38,Baseline,21725,3,0.8107556429793966,0.30868985953390454,0.0704882854012469,0.026563088509307,0.07116249069019902,0.4256986266700416,0.020537701912413813,,
38,Static GRL,21725,3,0.8111222819565179,0.30766690659642265,0.052412411100137925,0.02209759337455473,0.054303631583679464,0.43893071823078533,0.017081915458481683,0.5623363212859184,0.6066743383199079
38,Standard Dynamic GRL,21725,3,0.8100370450427287,0.30983268065296343,0.06141104607251654,0.021306297762014845,0.06188418658809741,0.42712064965714536,0.01723991982512632,0.552692956055985,0.5932182585347142
