model_variant,model,lambda_adv,best_epoch_mean,best_val_macro_auroc_mean,test_macro_auroc_mean,test_macro_auprc_mean,test_sex_auroc_mean,test_sex_accuracy_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,best_epoch_std,best_val_macro_auroc_std,test_macro_auroc_std,test_macro_auprc_std,test_sex_auroc_std,test_sex_accuracy_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,best_epoch_n_seeds,best_val_macro_auroc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,test_sex_auroc_n_seeds,test_sex_accuracy_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_static_grl,r50_static_grl,0.1,3.3333333333333335,0.8084725266379005,0.8098198538940471,0.30670169443589473,0.5530765439623341,0.5843724768996142,0.0365035067617921,0.013985033119550705,0.03738058330921121,0.45184341032908365,0.01237373579906955,0.5773502691896258,0.0024841658411991836,0.0006457452261164063,0.0031481871688282125,0.02501782188162835,0.011674659312861173,0.0020214546927551542,0.001224325074920983,0.003155679110069079,0.00786662502919948,0.0007695080840018704,3,3,3,3,3,3,3,3,3,3,3
