model_variant,best_epoch_mean,best_val_macro_auroc_mean,best_val_macro_auprc_mean,test_macro_auroc_mean,test_macro_auprc_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,best_epoch_std,best_val_macro_auroc_std,best_val_macro_auprc_std,test_macro_auroc_std,test_macro_auprc_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,best_epoch_n_seeds,best_val_macro_auroc_n_seeds,best_val_macro_auprc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_dynamic_eo_projected_twostage,3.6666666666666665,0.8075940307895069,0.2952154791010785,0.8089520785227533,0.30700635051876896,0.03127262668362889,0.011580735283718132,0.0315562224783266,0.45635609632822033,0.013935977474154669,1.1547005383792517,0.005024386703100638,0.004784478867553151,0.0019745472732346798,0.003218203093329905,0.005224700102362062,0.002349441595723686,0.004734277767007072,0.014800151172669865,0.0019415650873370741,3,3,3,3,3,3,3,3,3,3
