model_variant,label,test_AUROC_mean,test_AUPRC_mean,female_AUROC_mean,male_AUROC_mean,female_FNR_mean,male_FNR_mean,female_FPR_mean,male_FPR_mean,FNR_gap_mean,FPR_gap_mean,Equalized_Odds_gap_mean,AUROC_gap_mean,AUPRC_gap_mean,Worst_group_Recall_mean,Worst_group_AUROC_mean,test_AUROC_std,test_AUPRC_std,female_AUROC_std,male_AUROC_std,female_FNR_std,male_FNR_std,female_FPR_std,male_FPR_std,FNR_gap_std,FPR_gap_std,Equalized_Odds_gap_std,AUROC_gap_std,AUPRC_gap_std,Worst_group_Recall_std,Worst_group_AUROC_std,test_AUROC_n_seeds,test_AUPRC_n_seeds,female_AUROC_n_seeds,male_AUROC_n_seeds,female_FNR_n_seeds,male_FNR_n_seeds,female_FPR_n_seeds,male_FPR_n_seeds,FNR_gap_n_seeds,FPR_gap_n_seeds,Equalized_Odds_gap_n_seeds,AUROC_gap_n_seeds,AUPRC_gap_n_seeds,Worst_group_Recall_n_seeds,Worst_group_AUROC_n_seeds
r50_dynamic_grl,Atelectasis,0.8069126944671813,0.3388815282625754,0.8059035416644088,0.8068018055351373,0.5224056603773585,0.4697081187147412,0.10955389622822133,0.1290048614771862,0.052697541662617274,0.019450965248964867,0.05269754166261725,0.0024191502479593194,0.03850479014218581,0.4775943396226415,0.8051430984757934,0.00102473547891431,0.002506243282861702,0.0016009935485447923,0.0015917622671470111,0.0422064390758804,0.037810282529710575,0.011636220964616886,0.021900157602272725,0.006682336602832639,0.01026833251949287,0.006682336602832551,0.0010576506124252095,0.012408760208253511,0.042206439075880356,0.0011114648339110586,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Consolidation,0.8090354497130056,0.14485444783647441,0.7904031857234148,0.8198224050384443,0.6730072463768116,0.5843339050886222,0.07857013246234802,0.09711027032954982,0.08867334128818953,0.018540137867201784,0.08867334128818953,0.029419219315029405,0.026093106043636127,0.3269927536231884,0.7904031857234148,0.0013519804826780826,0.005436291131014927,0.006508284949285803,0.00438428218925856,0.024506792134907005,0.033319159026491685,0.007503828195121838,0.016225714059161536,0.05218956252991142,0.015959239288643748,0.05218956252991142,0.010538979124094343,0.0053111783500769325,0.02450679213490703,0.006508284949285803,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Effusion,0.8729683061926924,0.4929111949636536,0.8685721783527599,0.8770112922954941,0.3759242827565809,0.35226741467975686,0.10439908220587073,0.10646634261305053,0.023656868076824007,0.006327317647118876,0.023727534260916186,0.008439113942734297,0.009979936866109448,0.6240757172434191,0.8685721783527599,0.0020077307400257318,0.0021923769717782423,0.002053655670367497,0.0013375532413372356,0.009570357697346012,0.013476891356147328,0.0023775582247514302,0.0070577293571975185,0.02122142257379561,0.005796222111311719,0.02112849908539494,0.0010776503066368631,0.003530531729640498,0.009570357697346054,0.002053655670367497,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Infiltration,0.703495352107538,0.34598561072059036,0.7032549052441445,0.7031655560795008,0.5141444114737883,0.49778883360972914,0.2022538552787663,0.21702649498176654,0.016355577864059185,0.014772639703000237,0.01705442815403585,0.004503862641549006,0.009312162952701578,0.4858555885262117,0.7009582993410483,0.00429358230762248,0.001430178384555326,0.006187933721796836,0.004844386005549103,0.03167901898490364,0.027000630112594765,0.03331649587625613,0.03044888098740483,0.004968045580336927,0.005523875518798305,0.004385758099008526,0.003848404639587017,0.005033510192098964,0.03167901898490361,0.0025597137251186218,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Mass,0.8345660957712484,0.2929943909851563,0.838649504530048,0.8313171504931168,0.624113475177305,0.6084737110770801,0.030156991602774737,0.04172181778071917,0.02142502869100249,0.011564826177944432,0.021425028691002435,0.007332354036931184,0.00737928510869081,0.37299389252730625,0.8313171504931168,0.003949717881484295,0.005508528644992575,0.0067785337772441326,0.002768915558139522,0.04510350834122672,0.06258761360864842,0.00863637116054831,0.012136973486076931,0.011269934816713267,0.006636131419348211,0.011269934816713319,0.005420006878363119,0.01065868208227564,0.0492818489648883,0.002768915558139522,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Nodule,0.7629448609161353,0.2258884449989287,0.7637943185053161,0.7633448815332019,0.6365740740740741,0.5890151515151515,0.0717388882700234,0.08299410152031238,0.047558922558922544,0.011255213250288977,0.04755892255892256,0.007688330124182019,0.01147123441938345,0.3634259259259259,0.7597254349571679,0.008459734321899778,0.0013673267253106987,0.003103984714642876,0.013302677105579854,0.05769359574707005,0.042384167523739844,0.021651226727680176,0.022672004082367147,0.01658424068694949,0.0013505227494123194,0.0165842406869495,0.004034823966685535,0.010077320217703922,0.05769359574707003,0.010080336436961277,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
r50_dynamic_grl,Pneumothorax,0.8637139307792937,0.29369027529885733,0.8472585536079217,0.8798858833448526,0.5133565621370499,0.5799701046337817,0.05687344544678324,0.03624779720753694,0.06661354249673179,0.020625648239246296,0.0666135424967318,0.03262732973693098,0.0693880014646412,0.42002989536621826,0.8472585536079217,0.005949468585045239,0.012509024250769168,0.005969319276573502,0.005217460856938888,0.05115942970786761,0.06017718903856701,0.008927989128274357,0.009486937953115324,0.027629811102472552,0.00718357145270417,0.027629811102472465,0.0064608569763998395,0.03436049374655406,0.060177189038566996,0.005969319276573502,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
