epoch,lambda_adv,train_loss,train_disease_loss,train_sex_loss,val_disease_loss,val_disease_macro_auroc,val_disease_macro_auprc,val_sex_auroc,val_sex_auprc
1,0.1,1.8160331621920065,1.0613660311829802,0.754667131939298,0.9958526993912343,0.7786745764508997,0.2728766022726397,0.5880022696185121,0.6407443844929821
2,0.1,1.6757223146067228,0.9909125324249171,0.6848097817888396,0.9726574969250329,0.7947588755543089,0.28174364160203613,0.48373730808557186,0.5549117567909562
3,0.1,1.638133176613369,0.952074093553745,0.6860590836271578,0.9829294543108265,0.7881964257499076,0.2792767832814074,0.5421340700820422,0.5933635864639933
4,0.1,1.5980285706716624,0.9133173982273631,0.6847111723233866,0.9709355642096176,0.7993998127804672,0.2932090564048547,0.5150860157775814,0.5721818016975558
5,0.1,1.5574820320707767,0.8726627830423852,0.6848192491976693,0.9902016027848992,0.7956580844995951,0.2890210365611662,0.5241508221185305,0.5698384636485937
