model_variant,schedule_mode,selected_common_epoch_mean,selected_seed_val_macro_auroc_mean,selected_seed_val_macro_auprc_mean,test_macro_auroc_mean,test_macro_auprc_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,selected_common_epoch_std,selected_seed_val_macro_auroc_std,selected_seed_val_macro_auprc_std,test_macro_auroc_std,test_macro_auprc_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,selected_common_epoch_n_seeds,selected_seed_val_macro_auroc_n_seeds,selected_seed_val_macro_auprc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_dynamic_eo_gradnorm_common_epoch_v2,dynamic,4.0,0.8100726606441112,0.30048936810207155,0.8113385151823467,0.31140488874496225,0.028794761172607333,0.010229376611056851,0.03015141414243078,0.4622290628698719,0.012664885830917441,0.0,0.0006018282315360003,0.0024075751274413404,0.0016633482242326874,0.0014327360648711566,0.0032282294590012845,0.0019739866837623237,0.0028478638692906256,0.01514311518844035,0.0005802450399603866,3,3,3,3,3,3,3,3,3,3
