seed,epoch,lambda_start,lambda_end,lambda_mean,train_loss,train_disease_loss,train_sex_loss,val_loss,val_disease_loss,val_sex_loss,val_macro_auroc,val_macro_auprc,val_sex_auroc,val_sex_accuracy
42,1,0.0,0.039405312522701366,0.020253359046594532,1.6881649008525499,1.041874608024506,0.6462902916060703,1.6957640603482642,0.9935633073840894,0.70220075148399,0.7883806385670328,0.2685411705593502,0.5123136220942234,0.5212270610791564
42,2,0.0394124517069363,0.06822241413783825,0.054907351263164934,1.6486638639298279,0.9536559925360105,0.695007871303133,1.6579774033149324,0.9669983933573388,0.6909790102895467,0.8014570983652192,0.2910558429188531,0.5155243647293615,0.5379348123801698
42,3,0.06822693195759509,0.08482658639252363,0.07741062171972064,1.5879240087791584,0.9024529263564037,0.6854710830515003,1.6275353161132597,0.9522031928963349,0.6753321213884614,0.8045492980625772,0.29368601190558935,0.5895597277460423,0.5721720076691318
42,4,0.0848289564876801,0.09311021123792491,0.08947868500898264,1.5352684308641233,0.8509569014040552,0.6843115297804867,1.6448970560416734,0.9625239313807888,0.6823731239316758,0.8088214855920024,0.300425213764017,0.5501104222044593,0.5653245686113394
42,5,0.09311133565167905,0.09694627272492673,0.09527969388299463,1.4761565460701158,0.7909771986934365,0.6851793469829576,1.6640825710002336,0.9786481409435086,0.6854344303777944,0.7998348705347572,0.28680553569874817,0.5238243214194959,0.5599379165525427
42,6,0.0969467809915715,0.09866131743437499,0.09791929196226623,1.412174279932249,0.7275452053279537,0.6846290737034959,1.767330355985104,1.0855527884403147,0.6817775641164202,0.7902051476093698,0.2722184032752966,0.5507126989633747,0.5611248059892266
42,7,0.09866154218654043,0.09941600903160511,0.09909008681216229,1.35050737775598,0.665711946753616,0.6847954308965655,1.7618218572740738,1.078063566967917,0.6837582937998281,0.7984988407398804,0.2832676827337126,0.535290156114011,0.5607596092394778
42,8,0.0994161074505807,0.09974578244202076,0.09960348096705521,1.2899600485249525,0.604887135211523,0.6850729137007278,1.9386508024893623,1.2500794701931912,0.6885713316703577,0.792250960718134,0.2707213550129017,0.5238238810720441,0.5468821327490185
42,9,0.09974582535569786,0.09988943960312516,0.09982747153272999,1.2349973258237563,0.5503587758175498,0.6846385503961498,2.02018355243578,1.3387852692118651,0.6813982823477764,0.7796343023628365,0.26136101978013176,0.5569726783375001,0.5689765361088286
42,10,0.09988945827990309,0.09995193630369828,0.09992498181286916,1.1897358687013184,0.5055571166720092,0.6841787524891552,2.1024305911888264,1.419226252389457,0.6832043384075557,0.7776426756609238,0.2618589661186133,0.5429574351346187,0.5662375604857117
42,11,0.09995194442555409,0.09997910905931323,0.09996739037822673,1.1493344286662703,0.4638623866051832,0.6854720420542859,2.3104931791656083,1.628647280141533,0.6818458989941453,0.7816510919684122,0.2625272533685726,0.5504541641998741,0.5652332694239022
42,12,0.09997911258996679,0.09999092042625952,0.09998582673507563,1.1057667345635696,0.4214332713431268,0.6843334628093399,2.2965570239729938,1.6098737445888067,0.6866832796453962,0.7685700908230207,0.2483754958913528,0.5158456151318559,0.5554642563681184
