model_variant,model,best_epoch_mean,best_val_macro_auroc_mean,test_macro_auroc_mean,test_macro_auprc_mean,mean_FNR_gap_mean,mean_FPR_gap_mean,mean_Equalized_Odds_gap_mean,mean_Worst_group_Recall_mean,mean_AUROC_gap_mean,best_epoch_std,best_val_macro_auroc_std,test_macro_auroc_std,test_macro_auprc_std,mean_FNR_gap_std,mean_FPR_gap_std,mean_Equalized_Odds_gap_std,mean_Worst_group_Recall_std,mean_AUROC_gap_std,best_epoch_n_seeds,best_val_macro_auroc_n_seeds,test_macro_auroc_n_seeds,test_macro_auprc_n_seeds,mean_FNR_gap_n_seeds,mean_FPR_gap_n_seeds,mean_Equalized_Odds_gap_n_seeds,mean_Worst_group_Recall_n_seeds,mean_AUROC_gap_n_seeds
r50_baseline,r50_baseline,3.6666666666666665,0.8081341925535587,0.8091363125541612,0.30715931633393173,0.04914639546580354,0.01826231450976304,0.049359855638926815,0.44289470838188444,0.014210569760679984,0.5773502691896258,0.002339928324168122,0.0029061686483155156,0.0027146416265435513,0.007262458593694717,0.0035807979656013564,0.007043591631361871,0.014292538506091404,0.0019242729883465772,3,3,3,3,3,3,3,3,3
