model_variant,seed,label,support,positive_support,negative_support,threshold,AUROC,AUPRC,TPR,Recall,FNR,TNR,Specificity,FPR,TP,FP,TN,FN,group
r50_dynamic_grl_fast_ramp_v2,123,Infiltration,9553,1685,7868,0.4699999999999999,0.7003027324745541,0.34943810821262483,0.5382789317507418,0.5382789317507418,0.4617210682492582,0.7543213014743264,0.7543213014743264,0.24567869852567362,907,1933,5935,778,Female
r50_dynamic_grl_fast_ramp_v2,123,Infiltration,12741,2412,10329,0.4699999999999999,0.6968884761014369,0.34937542860048737,0.5655058043117744,0.5655058043117744,0.43449419568822556,0.718365766289089,0.718365766289089,0.281634233710911,1364,2909,7420,1048,Male
r50_dynamic_grl_fast_ramp_v2,123,Effusion,9553,1127,8426,0.6799999999999999,0.8662441705028021,0.4982686595686753,0.6406388642413487,0.6406388642413487,0.3593611357586513,0.8902207453121291,0.8902207453121291,0.10977925468787088,722,925,7501,405,Female
r50_dynamic_grl_fast_ramp_v2,123,Effusion,12741,1426,11315,0.6799999999999999,0.8748546499917261,0.48366153675845397,0.6879382889200562,0.6879382889200562,0.3120617110799439,0.8721166593018117,0.8721166593018117,0.12788334069818824,981,1447,9868,445,Male
r50_dynamic_grl_fast_ramp_v2,123,Atelectasis,9553,848,8705,0.6,0.8131024920615998,0.312515784026181,0.45754716981132076,0.45754716981132076,0.5424528301886793,0.904192992533027,0.904192992533027,0.095807007466973,388,834,7871,460,Female
r50_dynamic_grl_fast_ramp_v2,123,Atelectasis,12741,1359,11382,0.6,0.804828965192837,0.35148142802789384,0.5062545989698307,0.5062545989698307,0.49374540103016923,0.8733965911087682,0.8733965911087682,0.12660340889123176,688,1441,9941,671,Male
r50_dynamic_grl_fast_ramp_v2,123,Nodule,9553,576,8977,0.735,0.7657808767467479,0.23347509297933527,0.3472222222222222,0.3472222222222222,0.6527777777777778,0.936504400133675,0.936504400133675,0.06349559986632505,200,570,8407,376,Female
r50_dynamic_grl_fast_ramp_v2,123,Nodule,12741,704,12037,0.735,0.7778097905511038,0.23652919067722655,0.41761363636363635,0.41761363636363635,0.5823863636363636,0.9282213176040541,0.9282213176040541,0.07177868239594583,294,864,11173,410,Male
r50_dynamic_grl_fast_ramp_v2,123,Mass,9553,423,9130,0.8749999999999999,0.8402217509625864,0.291296936564714,0.34278959810874704,0.34278959810874704,0.6572104018912529,0.9741511500547645,0.9741511500547645,0.025848849945235487,145,236,8894,278,Female
r50_dynamic_grl_fast_ramp_v2,123,Mass,12741,653,12088,0.8749999999999999,0.8285335817076,0.28976690175159325,0.3721286370597244,0.3721286370597244,0.6278713629402757,0.9582230311052283,0.9582230311052283,0.04177696889477167,243,505,11583,410,Male
r50_dynamic_grl_fast_ramp_v2,123,Pneumothorax,9553,574,8979,0.835,0.8492321223388838,0.3231666481408383,0.45121951219512196,0.45121951219512196,0.5487804878048781,0.9429780599175854,0.9429780599175854,0.05702194008241452,259,512,8467,315,Female
r50_dynamic_grl_fast_ramp_v2,123,Pneumothorax,12741,446,12295,0.835,0.8776567090417374,0.27590667964773896,0.4461883408071749,0.4461883408071749,0.5538116591928252,0.9653517690117934,0.9653517690117934,0.03464823098820659,199,426,11869,247,Male
r50_dynamic_grl_fast_ramp_v2,123,Consolidation,9553,368,9185,0.73,0.7962784904499303,0.12928255348277595,0.3070652173913043,0.3070652173913043,0.6929347826086957,0.9328252585737615,0.9328252585737615,0.06717474142623843,113,617,8568,255,Female
r50_dynamic_grl_fast_ramp_v2,123,Consolidation,12741,583,12158,0.73,0.8097338022497945,0.1496959241797876,0.4288164665523156,0.4288164665523156,0.5711835334476844,0.8900312551406482,0.8900312551406482,0.10996874485935186,250,1337,10821,333,Male
