seed,fine_tune_epoch,lambda_start,lambda_end,lambda_mean,train_disease_loss,train_conditional_adv_loss,mean_task_adv_gradient_cosine,val_disease_loss,val_conditional_adv_loss,val_macro_auroc,val_macro_auprc,val_conditional_adversary_sex_auroc,val_mean_FNR_gap,val_mean_FPR_gap,val_mean_Equalized_Odds_gap,val_mean_Worst_group_Recall,val_mean_AUROC_gap
123,1,0.0,0.00954166039123851,0.0016117995582508374,0.8111484458256579,0.6825054592950397,-0.005052709221389563,0.9612445442097313,0.6847121481817955,0.8127344657124258,0.29993560811189296,0.5735440030062859,0.05625368258343032,0.009579021623272689,0.05844044901448967,0.43571602123667313,0.03618041604441608
123,2,0.009549150281252628,0.06543872819396203,0.035540226197388905,0.7808162008572049,0.6851220069390987,0.002049859549395445,0.9835328233195235,0.6852068957929404,0.8119309330254472,0.2988310501176988,0.5315067754907485,0.06806701351397489,0.012220768182306928,0.06925727952746695,0.46776572738137645,0.035475606505870894
123,3,0.06545084971874737,0.09999999837570131,0.08783783225653065,0.7640593260545172,0.68500842849406,0.005272455983063276,0.9690456595429979,0.685284541146914,0.8128215007985802,0.29721823246337664,0.529953161935201,0.06997576288268509,0.010311039721029244,0.07032928447774764,0.4389628694718509,0.033990343451795
123,4,0.1,0.1,0.09999999999999999,0.7441897562049419,0.6848333041932707,0.0029162877661661406,0.9818472004063019,0.6853035482480452,0.809117798580329,0.29216616671093687,0.5197359324401326,0.07030299899990086,0.01056509512056534,0.07149599219103818,0.4350779729674118,0.0347829798682198
123,5,0.1,0.1,0.09999999999999999,0.7209009298645221,0.6849056506225539,0.003559422809195108,1.0079434976875536,0.6854647461283776,0.8095928476359315,0.29243748222688754,0.5108453681985541,0.0648490684465717,0.011919550816700186,0.06771046316181498,0.44813692742511496,0.03328419347808677
123,6,0.1,0.1,0.09999999999999999,0.694228931416401,0.6848975991922543,0.003365594847752081,1.0427514547454073,0.6854863375776339,0.8060491702381855,0.2856177353780425,0.5126589053057193,0.06605323953632744,0.013725093867830471,0.06610620659861782,0.4611789983163729,0.03306817736250889
123,7,0.1,0.1,0.09999999999999999,0.6588503834792367,0.6849742165879646,0.0055334800046171,1.1090653487604893,0.6853257486463888,0.8040149701352669,0.28208570073860056,0.5214804027431343,0.05700356769905563,0.013834671792652515,0.05878773249010517,0.46173371262402074,0.03292202764955746
123,8,0.1,0.1,0.09999999999999999,0.6246029018498805,0.685007165399747,0.00860469484130435,1.1593774989523495,0.6855923809722647,0.8004849125589695,0.27708634068411203,0.5050055649756038,0.05856466667933345,0.013621906668101142,0.06004361363715157,0.42539417650748,0.03243730761691759
