epoch,lambda_adv,train_loss,train_disease_loss,train_sex_loss,val_disease_loss,val_disease_auroc,val_disease_auprc,val_sex_auroc
1,0.1,1.6011921610291795,0.8595894268322071,0.7416027351608729,0.8296142879560268,0.8545368724129501,0.46181772244396224,0.38054466034341283
2,0.1,1.4827717212602134,0.7959475992659911,0.6868241213892811,0.7986410292729192,0.8623907504331211,0.4552423438324879,0.4527899093500736
3,0.1,1.4511943747879907,0.7641251146451031,0.6870692607618093,0.8140039359144802,0.8629183753514228,0.4620915539668526,0.4653288369116305
4,0.1,1.4273120609572816,0.7397661947429293,0.6875458670176656,0.7879693847624752,0.8668249471790177,0.46712415978075694,0.51358358414508
5,0.1,1.3967962072249662,0.7098049520456255,0.6869912555451013,0.8103955390109848,0.8697345088672236,0.4834819500274104,0.4776625625606706
