model_variant,seed,fine_tune_epoch,checkpoint_path,lambda_start,lambda_end,lambda_mean,layer4_trainable,train_disease_loss,train_conditional_adv_loss,mean_task_adv_gradient_cosine,mean_task_gradient_norm,mean_adversary_gradient_norm,mean_effective_reversed_gradient_ratio,conflict_fraction,val_disease_loss,val_conditional_adv_loss,val_macro_auroc,val_macro_auprc,val_conditional_adversary_mean_label_auroc,val_mean_FNR_gap,val_mean_FPR_gap,val_mean_Equalized_Odds_gap,val_mean_Worst_group_Recall,val_mean_AUROC_gap
r50_dynamic_eo_gradnorm_common_epoch_v2,123,1,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch01.pt,0.0,0.02499080279852306,0.008647797501880904,False,0.8236781436352348,0.6905644803945682,0.01747176742271386,1.4898953264310926,0.10466573586268067,0.008647797489835093,0.5146044624746451,0.9612869015896276,0.6902236031210391,0.8077613113594753,0.2934578124272398,0.5452943735780226,0.07878898077824578,0.01660299974244535,0.07986094010183162,0.4204879766664723,0.034887368762158845
r50_dynamic_eo_gradnorm_common_epoch_v2,123,2,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch02.pt,0.024999999999999994,0.07499080167053784,0.049994929006085195,True,0.8124601804192785,0.6917898029894932,0.014388152629261129,2.0281229413426187,0.1183035955679344,0.049994928998831074,0.5070993914807302,0.9620167096434125,0.6909628408440366,0.8101764597582309,0.2973070887768357,0.5241618670971968,0.07783978705595225,0.009571830061080247,0.07783978705595228,0.4238715659615852,0.03709184809852749
r50_dynamic_eo_gradnorm_common_epoch_v2,123,3,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch03.pt,0.075,0.0999999988720148,0.0913471315042043,True,0.8041913474394914,0.6931591967819486,0.01875039408530728,2.2031233778227173,0.06335898993072113,0.09134713142626667,0.5208924949290061,0.9625978950037974,0.6932016826324634,0.8095866293658455,0.29669567975919486,0.5030695459505808,0.06694804870980761,0.00764515325684738,0.06703688443866358,0.4355113177104185,0.03908896126416772
r50_dynamic_eo_gradnorm_common_epoch_v2,123,4,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch04.pt,0.1,0.1,0.09999999999999999,True,0.7966827635437221,0.6932436743778067,-0.0033521448727165826,2.318939491749777,0.03963801133546517,0.10000000204021985,0.49898580121703856,0.9643362124064389,0.6930289644308203,0.8106246731766819,0.29799177466347043,0.5045941110912616,0.06280670991512009,0.010361044491338936,0.0628067099151201,0.4371044986869429,0.037136043680014406
r50_dynamic_eo_gradnorm_common_epoch_v2,123,5,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch05.pt,0.1,0.1,0.09999999999999999,True,0.7900548400292541,0.6931029382941553,-0.009817519363142194,2.4255787489501266,0.03300517474454176,0.10000000211124971,0.4874239350912779,0.9708996781429547,0.6933394898391364,0.8108277847393135,0.29836625028196717,0.5027297525652827,0.07095217269514693,0.012813935798831102,0.07095217269514696,0.4674070323167924,0.037200277095192344
r50_dynamic_eo_gradnorm_common_epoch_v2,123,6,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch06.pt,0.1,0.1,0.09999999999999999,True,0.7836656902589167,0.6931834447892167,-0.009409101734537321,2.4930404353818836,0.030975787665101777,0.10000000203870857,0.48580121703853957,0.9769636722587509,0.6924526941326778,0.8112324798404826,0.29812673845408544,0.5070626722913844,0.055587937846179776,0.010201924937744201,0.05616196062878286,0.4705678095186582,0.03675291796115043
r50_dynamic_eo_gradnorm_common_epoch_v2,123,7,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch07.pt,0.1,0.1,0.09999999999999999,True,0.7785203010386044,0.6931610131264337,-0.0028882752220407526,2.592518822634196,0.03368808789061605,0.10000000199790417,0.49776876267748477,0.9842389613909666,0.6938672960702441,0.8114310410138076,0.29777960611405163,0.5003537732071455,0.052094709138968305,0.00895597450937657,0.0525597657905048,0.4394529757908566,0.03674945069706089
r50_dynamic_eo_gradnorm_common_epoch_v2,123,8,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch08.pt,0.1,0.1,0.09999999999999999,True,0.7735631480066202,0.6931398234126089,-0.007553718618832787,2.6600051823300714,0.031092740341257794,0.10000000209764826,0.4876267748478702,0.9784269768887216,0.6941457694712855,0.8111933614543132,0.2969080723274494,0.5092369192878058,0.0560313034786147,0.009289371471652017,0.057533628886195995,0.4527609522753385,0.03637948084294946
r50_dynamic_eo_gradnorm_common_epoch_v2,123,9,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch09.pt,0.1,0.1,0.09999999999999999,True,0.7696744062643815,0.6931874931010509,-0.0063394298242282505,2.752981745241622,0.026769485996949203,0.10000000201301691,0.4918864097363083,0.979108801064813,0.6933042198830431,0.811247307297832,0.29813642789502526,0.5086314608975769,0.056638142571138965,0.007865747056660053,0.0568651571494032,0.4226213749720967,0.03681812925110274
r50_dynamic_eo_gradnorm_common_epoch_v2,123,10,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch10.pt,0.1,0.1,0.09999999999999999,True,0.7663504164894774,0.6931271139684555,0.0002141119332890934,2.832548179636137,0.030867839608961077,0.10000000198128016,0.5077079107505071,0.974971529589193,0.693027015860131,0.811379012313794,0.29726410860872476,0.5098451334788454,0.06345802287973641,0.010229034197683548,0.06345802287973641,0.4357903193081031,0.03584851888040614
r50_dynamic_eo_gradnorm_common_epoch_v2,123,11,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch11.pt,0.1,0.1,0.09999999999999999,True,0.7610238353359968,0.6931155587201513,-0.007176901923719124,2.923917972437025,0.02305407799104074,0.10000000189664882,0.49290060851926976,0.9935843257243194,0.6927965242144594,0.8112466774444419,0.2967288045095465,0.5043084635060887,0.056379807733355006,0.00686488071521157,0.05706366212191962,0.43932391203051163,0.03523702334230351
r50_dynamic_eo_gradnorm_common_epoch_v2,123,12,checkpoints/r50_dynamic_eo_gradnorm_common_epoch_v2_seed123_epoch12.pt,0.1,0.1,0.09999999999999999,True,0.7581844557051518,0.6931503933195746,-0.008271079177893348,3.026079301974353,0.02501307890937488,0.10000000202812964,0.49594320486815413,0.9824486543171637,0.6924840895637446,0.8111030671390225,0.29705979340018146,0.5056446567170789,0.06808679832170114,0.011562912096865377,0.06808679832170111,0.4567101309842619,0.03652646901733476
