seed,epoch,lambda_start,lambda_end,lambda_mean,train_loss,train_disease_loss,train_sex_loss,val_loss,val_disease_loss,val_sex_loss,val_macro_auroc,val_macro_auprc,val_sex_auroc,val_sex_accuracy
123,1,0.0,0.028066859722177873,0.0062489683761986605,1.6243936036564206,1.0427048654839695,0.5816887381603599,1.7283393662998712,0.9668817832721789,0.7614575847636442,0.794861431267487,0.2776329911082181,0.5214118609686249,0.5452387473751483
123,2,0.028082768496705005,0.09805901673105807,0.0678467200953482,1.697449152097194,0.9584767793648721,0.7389723724051018,1.6534492856322343,0.9661487386421037,0.6873005467343632,0.7943093381213518,0.28645911044139566,0.5381626780333216,0.5528165799324386
123,3,0.09806389790809625,0.1,0.09989629935805162,1.5884654265456188,0.9040340403337161,0.6844313859950155,1.6409197532128257,0.9455467595103276,0.6953729927392895,0.8094887766875056,0.29811705861948484,0.4987113231824439,0.5232356432027755
123,4,0.1,0.1,0.09999999999999999,1.5367814283899481,0.8519929589354709,0.684788469848199,1.655343750432388,0.9646502711898517,0.6906934780344445,0.8075038536856146,0.29464994738270206,0.5070453559907678,0.5447822514379622
123,5,0.1,0.1,0.09999999999999999,1.4768560320022175,0.7923191955150539,0.6845368364267073,1.669269730639242,0.990157719573985,0.6791120104285601,0.8009796222806954,0.2861274017755754,0.5639482900664864,0.584497397973158
123,6,0.1,0.1,0.09999999999999999,1.412831997258674,0.7280435197279879,0.684788477403728,1.7218235452610706,1.0363929188111096,0.6854306265315889,0.8013517759970333,0.286560684860853,0.5327341423938683,0.557290240116863
123,7,0.1,0.1,0.09999999999999999,1.3452362140854033,0.6614972677352413,0.6837389467794018,1.7878874664512125,1.1009045699780513,0.6869828948841393,0.7951697345391804,0.27872462159936257,0.5193182120728231,0.5587510271158587
123,8,0.1,0.1,0.09999999999999999,1.2926377628374128,0.6074655490495572,0.6851722140504627,1.9251828947470393,1.2401419303454864,0.6850409656586216,0.786313285571487,0.27315052047933636,0.5312067125752596,0.5554642563681184
123,9,0.1,0.1,0.09999999999999999,1.2368702551036688,0.5519004076805812,0.6849698477011866,2.1836598099480695,1.4993085251500549,0.6843512840633641,0.7811467753570444,0.2677398528606679,0.5269271958653948,0.5642289783620926
123,10,0.1,0.1,0.09999999999999999,1.1864320841596474,0.502404093580272,0.6840279898965967,2.209895048861546,1.5224811371892355,0.6874139111553339,0.7841510931066177,0.26938312313455615,0.5103511967390443,0.5522687848078152
123,11,0.1,0.1,0.09999999999999999,1.1466269649171026,0.4622969582461323,0.6843300072120544,2.3274757706671667,1.6379020971859208,0.6895736724472934,0.7791357845841782,0.2619728828480798,0.49036319925566374,0.5604857116771661
123,12,0.1,0.1,0.09999999999999999,1.1066446391786475,0.4221905207400611,0.6844541186290238,2.4335751018491085,1.7538101594219313,0.6797649432652227,0.7782376686941065,0.26035483807182097,0.5699475837491738,0.5763717702912444
