model_variant,seed,label,support,positive_support,negative_support,threshold,AUROC,AUPRC,TPR,Recall,FNR,TNR,Specificity,FPR,TP,FP,TN,FN,group,model
r50_baseline,42,Pneumothorax,9553,574,8979,0.7949999999999999,0.8536418503414664,0.3565720053293614,0.519163763066202,0.519163763066202,0.4808362369337979,0.9371867691279652,0.9371867691279652,0.0628132308720347,298,564,8415,276,Female,Baseline
r50_baseline,42,Pneumothorax,12741,446,12295,0.7949999999999999,0.8745136836039294,0.2687823294229817,0.4035874439461883,0.4035874439461883,0.5964125560538116,0.9668971126474176,0.9668971126474176,0.0331028873525823,180,407,11888,266,Male,Baseline
r50_baseline,42,Consolidation,9553,368,9185,0.7599999999999999,0.790074791129204,0.1297544275528973,0.3097826086956521,0.3097826086956521,0.6902173913043478,0.9321720195971692,0.9321720195971692,0.0678279804028307,114,623,8562,254,Female,Baseline
r50_baseline,42,Consolidation,12741,583,12158,0.7599999999999999,0.8225666235052089,0.1652199584378845,0.3653516295025729,0.3653516295025729,0.6346483704974271,0.9302516861325876,0.9302516861325876,0.0697483138674124,213,848,11310,370,Male,Baseline
r50_baseline,123,Infiltration,9553,1685,7868,0.4699999999999999,0.7048376098805362,0.3416051074438471,0.5370919881305638,0.5370919881305638,0.4629080118694362,0.757244534824606,0.757244534824606,0.242755465175394,905,1910,5958,780,Female,Baseline
r50_baseline,123,Infiltration,12741,2412,10329,0.4699999999999999,0.7072885403556329,0.353056757654194,0.5563847429519071,0.5563847429519071,0.4436152570480928,0.7366637622228677,0.7366637622228677,0.2633362377771323,1342,2720,7609,1070,Male,Baseline
r50_baseline,123,Effusion,9553,1127,8426,0.6449999999999999,0.8655469370484858,0.5029690460037062,0.6681455190771961,0.6681455190771961,0.3318544809228039,0.8765725136482316,0.8765725136482316,0.1234274863517683,753,1040,7386,374,Female,Baseline
r50_baseline,123,Effusion,12741,1426,11315,0.6449999999999999,0.8742901694990886,0.4832104258269473,0.7019635343618513,0.7019635343618513,0.2980364656381487,0.8691117984975696,0.8691117984975696,0.1308882015024304,1001,1481,9834,425,Male,Baseline
r50_baseline,123,Atelectasis,9553,848,8705,0.565,0.8102203515654632,0.3300907967724367,0.4988207547169811,0.4988207547169811,0.5011792452830188,0.880413555427915,0.880413555427915,0.119586444572085,423,1041,7664,425,Female,Baseline
r50_baseline,123,Atelectasis,12741,1359,11382,0.565,0.8025879714804717,0.3409217217599505,0.5688005886681383,0.5688005886681383,0.4311994113318617,0.8452820242488139,0.8452820242488139,0.1547179757511861,773,1761,9621,586,Male,Baseline
r50_baseline,123,Nodule,9553,576,8977,0.73,0.7549805134727017,0.2398473452300981,0.3177083333333333,0.3177083333333333,0.6822916666666666,0.9494263116854182,0.9494263116854182,0.0505736883145817,183,454,8523,393,Female,Baseline
r50_baseline,123,Nodule,12741,704,12037,0.73,0.7757977651294872,0.2224200986239389,0.375,0.375,0.625,0.9369444213674504,0.9369444213674504,0.0630555786325496,264,759,11278,440,Male,Baseline
r50_baseline,123,Mass,9553,423,9130,0.825,0.837543080121906,0.2962195749693028,0.3262411347517731,0.3262411347517731,0.6737588652482269,0.975027382256298,0.975027382256298,0.024972617743702,138,228,8902,285,Female,Baseline
r50_baseline,123,Mass,12741,653,12088,0.825,0.8220891993679833,0.2934021541579044,0.4058192955589586,0.4058192955589586,0.5941807044410413,0.9516048974189278,0.9516048974189278,0.0483951025810721,265,585,11503,388,Male,Baseline
r50_baseline,123,Pneumothorax,9553,574,8979,0.8499999999999999,0.8451006277520174,0.3147577227604031,0.4128919860627177,0.4128919860627177,0.5871080139372822,0.955785722240784,0.955785722240784,0.0442142777592159,237,397,8582,337,Female,Baseline
r50_baseline,123,Pneumothorax,12741,446,12295,0.8499999999999999,0.8792501964960783,0.2811379972935109,0.3834080717488789,0.3834080717488789,0.6165919282511211,0.9753558357055714,0.9753558357055714,0.0246441642944286,171,303,11992,275,Male,Baseline
r50_baseline,123,Consolidation,9553,368,9185,0.7549999999999999,0.790423895292419,0.1411255744119573,0.2717391304347826,0.2717391304347826,0.7282608695652174,0.9486118671747414,0.9486118671747414,0.0513881328252585,100,472,8713,268,Female,Baseline
r50_baseline,123,Consolidation,12741,583,12158,0.7549999999999999,0.8098523810424043,0.149429020505274,0.3499142367066895,0.3499142367066895,0.6500857632933105,0.9150353676591544,0.9150353676591544,0.0849646323408455,204,1033,11125,379,Male,Baseline
r50_baseline,2026,Infiltration,9553,1685,7868,0.62,0.7092529330390615,0.345413878112801,0.4765578635014836,0.4765578635014836,0.5234421364985163,0.8087188612099644,0.8087188612099644,0.1912811387900355,803,1505,6363,882,Female,Baseline
r50_baseline,2026,Infiltration,12741,2412,10329,0.62,0.7092083191041276,0.3557330434809228,0.5315091210613598,0.5315091210613598,0.4684908789386401,0.7733565688837254,0.7733565688837254,0.2266434311162745,1282,2341,7988,1130,Male,Baseline
r50_baseline,2026,Effusion,9553,1127,8426,0.7449999999999999,0.8680761327121381,0.5118187137398822,0.6530612244897959,0.6530612244897959,0.3469387755102041,0.8870163778779967,0.8870163778779967,0.1129836221220033,736,952,7474,391,Female,Baseline
r50_baseline,2026,Effusion,12741,1426,11315,0.7449999999999999,0.8745024074708757,0.4780561565867172,0.6549789621318373,0.6549789621318373,0.3450210378681627,0.8884666372072471,0.8884666372072471,0.1115333627927529,934,1262,10053,492,Male,Baseline
r50_baseline,2026,Atelectasis,9553,848,8705,0.715,0.8151341670911318,0.3330543753767826,0.4752358490566037,0.4752358490566037,0.5247641509433962,0.9008615738081562,0.9008615738081562,0.0991384261918437,403,863,7842,445,Female,Baseline
r50_baseline,2026,Atelectasis,12741,1359,11382,0.715,0.8124996040247378,0.3581029631427587,0.5209713024282561,0.5209713024282561,0.4790286975717439,0.8782287822878229,0.8782287822878229,0.1217712177121771,708,1386,9996,651,Male,Baseline
r50_baseline,2026,Nodule,9553,576,8977,0.7849999999999999,0.7745121019147699,0.2366433937304624,0.3107638888888889,0.3107638888888889,0.6892361111111112,0.9503174779993316,0.9503174779993316,0.0496825220006683,179,446,8531,397,Female,Baseline
r50_baseline,2026,Nodule,12741,704,12037,0.7849999999999999,0.7651109599567998,0.2152752268687621,0.3323863636363636,0.3323863636363636,0.6676136363636364,0.9491567666362052,0.9491567666362052,0.0508432333637949,234,612,11425,470,Male,Baseline
r50_baseline,2026,Mass,9553,423,9130,0.8699999999999999,0.8423519998757119,0.3013157060101035,0.3640661938534279,0.3640661938534279,0.6359338061465721,0.9676889375684556,0.9676889375684556,0.0323110624315443,154,295,8835,269,Female,Baseline
r50_baseline,2026,Mass,12741,653,12088,0.8699999999999999,0.828466057487562,0.286535174368016,0.4257274119448698,0.4257274119448698,0.5742725880551302,0.9477167438782264,0.9477167438782264,0.0522832561217736,278,632,11456,375,Male,Baseline
r50_baseline,2026,Pneumothorax,9553,574,8979,0.8949999999999999,0.8533461545774831,0.3571113323116406,0.5069686411149826,0.5069686411149826,0.4930313588850174,0.9424212050339682,0.9424212050339682,0.0575787949660318,291,517,8462,283,Female,Baseline
r50_baseline,2026,Pneumothorax,12741,446,12295,0.8949999999999999,0.898484563888124,0.266749070532345,0.437219730941704,0.437219730941704,0.5627802690582959,0.9630744204961368,0.9630744204961368,0.0369255795038633,195,454,11841,251,Male,Baseline
r50_baseline,2026,Consolidation,9553,368,9185,0.7899999999999999,0.7930211710965421,0.1284363411666528,0.3777173913043478,0.3777173913043478,0.6222826086956522,0.913663581927055,0.913663581927055,0.086336418072945,139,793,8392,229,Female,Baseline
r50_baseline,2026,Consolidation,12741,583,12158,0.7899999999999999,0.8212231067389717,0.1644776487641781,0.5008576329331046,0.5008576329331046,0.4991423670668953,0.8857542358940615,0.8857542358940615,0.1142457641059384,292,1389,10769,291,Male,Baseline
r50_static_grl,42,Infiltration,9553,1685,7868,0.5099999999999999,0.7006324683690387,0.3351753580650665,0.5388724035608309,0.5388724035608309,0.4611275964391691,0.748220640569395,0.748220640569395,0.251779359430605,908,1981,5887,777,Female,Static GRL
r50_static_grl,42,Infiltration,12741,2412,10329,0.5099999999999999,0.6987493912950496,0.3445049183717918,0.5534825870646766,0.5534825870646766,0.4465174129353234,0.7317262077645464,0.7317262077645464,0.2682737922354535,1335,2771,7558,1077,Male,Static GRL
r50_static_grl,42,Effusion,9553,1127,8426,0.735,0.8669289251526573,0.492435046719503,0.6690328305235137,0.6690328305235137,0.3309671694764862,0.8770472347495846,0.8770472347495846,0.1229527652504153,754,1036,7390,373,Female,Static GRL
r50_static_grl,42,Effusion,12741,1426,11315,0.735,0.8687424814954146,0.4713527575586522,0.6626928471248247,0.6626928471248247,0.3373071528751753,0.8733539549270879,0.8733539549270879,0.126646045072912,945,1433,9882,481,Male,Static GRL
r50_static_grl,42,Atelectasis,9553,848,8705,0.6449999999999999,0.8057917809109924,0.3195055471693348,0.6108490566037735,0.6108490566037735,0.3891509433962264,0.8207926479035037,0.8207926479035037,0.1792073520964962,518,1560,7145,330,Female,Static GRL
r50_static_grl,42,Atelectasis,12741,1359,11382,0.6449999999999999,0.8079376780838133,0.3527298932486412,0.6394407652685798,0.6394407652685798,0.3605592347314201,0.8124231242312423,0.8124231242312423,0.1875768757687577,869,2135,9247,490,Male,Static GRL
r50_static_grl,42,Nodule,9553,576,8977,0.7599999999999999,0.7550433669996164,0.2193555057480739,0.3420138888888889,0.3420138888888889,0.6579861111111112,0.9377297538153058,0.9377297538153058,0.0622702461846942,197,559,8418,379,Female,Static GRL
r50_static_grl,42,Nodule,12741,704,12037,0.7599999999999999,0.7730536220705854,0.2267841696978419,0.4232954545454545,0.4232954545454545,0.5767045454545454,0.9207443715211432,0.9207443715211432,0.0792556284788568,298,954,11083,406,Male,Static GRL
r50_static_grl,42,Mass,9553,423,9130,0.8899999999999999,0.8423811299356032,0.2975275756805939,0.3026004728132387,0.3026004728132387,0.6973995271867612,0.9783132530120482,0.9783132530120482,0.0216867469879518,128,198,8932,295,Female,Static GRL
r50_static_grl,42,Mass,12741,653,12088,0.8899999999999999,0.8329638293149877,0.3060086210870063,0.3139356814701378,0.3139356814701378,0.6860643185298622,0.9677365982792852,0.9677365982792852,0.0322634017207147,205,390,11698,448,Male,Static GRL
r50_static_grl,42,Pneumothorax,9553,574,8979,0.8799999999999999,0.8547039491682684,0.3559898662316698,0.4808362369337979,0.4808362369337979,0.519163763066202,0.9514422541485688,0.9514422541485688,0.0485577458514311,276,436,8543,298,Female,Static GRL
