model,selected_threshold,threshold_metric,threshold_metric_value,test_loss,test_auroc,test_auprc,AUROC_gap,AUPRC_gap,Recall_gap,FNR_gap,Worst_group_AUROC,Worst_group_Recall
baseline_resnet18,0.6849999999999999,validation_f1,0.5079787234042553,0.7861129273983398,0.8728668949936539,0.4950514100980828,0.01829324777238095,0.02412688128589452,0.015227409336806219,0.015227409336806275,0.8622428971382152,0.639751552795031
