model_variant,seed,label,support,positive_support,negative_support,threshold,AUROC,AUPRC,TPR,Recall,FNR,TNR,Specificity,FPR,TP,FP,TN,FN,group
r50_dynamic_grl_fast_ramp_v2,2026,Infiltration,9553,1685,7868,0.565,0.7025190117653448,0.3387680203321942,0.457566765578635,0.457566765578635,0.542433234421365,0.8132943568886629,0.8132943568886629,0.18670564311133706,771,1469,6399,914,Female
r50_dynamic_grl_fast_ramp_v2,2026,Infiltration,12741,2412,10329,0.565,0.7021949462999008,0.349583799373059,0.4859038142620232,0.4859038142620232,0.5140961857379768,0.803950043566657,0.803950043566657,0.19604995643334303,1172,2025,8304,1240,Male
r50_dynamic_grl_fast_ramp_v2,2026,Effusion,9553,1127,8426,0.69,0.8712190538812661,0.5046668792576096,0.6104702750665484,0.6104702750665484,0.3895297249334516,0.89959648706385,0.89959648706385,0.10040351293615,688,846,7580,439,Female
r50_dynamic_grl_fast_ramp_v2,2026,Effusion,12741,1426,11315,0.69,0.8798883062424426,0.4957075757422944,0.6248246844319776,0.6248246844319776,0.3751753155680224,0.9008395934600089,0.9008395934600089,0.09916040653999116,891,1122,10193,535,Male
r50_dynamic_grl_fast_ramp_v2,2026,Atelectasis,9553,848,8705,0.635,0.8071341291602093,0.3097174369199962,0.5070754716981132,0.5070754716981132,0.49292452830188677,0.8753589890867317,0.8753589890867317,0.12464101091326824,430,1085,7620,418,Female
r50_dynamic_grl_fast_ramp_v2,2026,Atelectasis,12741,1359,11382,0.635,0.8051724454488317,0.34966147668394026,0.5489330389992642,0.5489330389992642,0.45106696100073584,0.8580214373572307,0.8580214373572307,0.14197856264276928,746,1616,9766,613,Male
r50_dynamic_grl_fast_ramp_v2,2026,Nodule,9553,576,8977,0.7449999999999999,0.7719413926639683,0.23616304972523605,0.3784722222222222,0.3784722222222222,0.6215277777777778,0.9203520106939957,0.9203520106939957,0.07964798930600424,218,715,8262,358,Female
r50_dynamic_grl_fast_ramp_v2,2026,Nodule,12741,704,12037,0.7449999999999999,0.7678021177128098,0.22328893915565545,0.4303977272727273,0.4303977272727273,0.5696022727272727,0.912852039544737,0.912852039544737,0.08714796045526293,303,1049,10988,401,Male
r50_dynamic_grl_fast_ramp_v2,2026,Mass,9553,423,9130,0.8949999999999999,0.8454472953063059,0.2964011083026442,0.3262411347517731,0.3262411347517731,0.6737588652482269,0.9704271631982475,0.9704271631982475,0.029572836801752465,138,270,8860,285,Female
r50_dynamic_grl_fast_ramp_v2,2026,Mass,12741,653,12088,0.8949999999999999,0.8356354067111726,0.29138997694100494,0.3905053598774885,0.3905053598774885,0.6094946401225115,0.9609530112508272,0.9609530112508272,0.039046988749172735,255,472,11616,398,Male
r50_dynamic_grl_fast_ramp_v2,2026,Pneumothorax,9553,574,8979,0.8049999999999999,0.8590338354340539,0.36319360175314497,0.44947735191637633,0.44947735191637633,0.5505226480836237,0.9536696736830382,0.9536696736830382,0.0463303263169618,258,416,8563,316,Female
r50_dynamic_grl_fast_ramp_v2,2026,Pneumothorax,12741,446,12295,0.8049999999999999,0.8721712315152356,0.2491224669809133,0.4080717488789238,0.4080717488789238,0.5919282511210763,0.9664091093940627,0.9664091093940627,0.033590890605937375,182,413,11882,264,Male
r50_dynamic_grl_fast_ramp_v2,2026,Consolidation,9553,368,9185,0.63,0.7882686208610448,0.12191635897038622,0.47282608695652173,0.47282608695652173,0.5271739130434783,0.8844855743059336,0.8844855743059336,0.11551442569406642,174,1061,8124,194,Female
r50_dynamic_grl_fast_ramp_v2,2026,Consolidation,12741,583,12158,0.63,0.823024996494131,0.15520466265133548,0.5128644939965694,0.5128644939965694,0.48713550600343053,0.8651916433623952,0.8651916433623952,0.13480835663760488,299,1639,10519,284,Male
